price_record_id,product_id,category,scrape_date,day_index,price_inr,discount_pct,seller_id,availability,z_score,z_flag,iqr_flag,anomaly_label,split
PHR-0002770,PRC-00113,electronics,2024-10-07,6,12544.24,0.0,SEL-8851,1,0.8302,0,0,0,train
PHR-0002771,PRC-00113,electronics,2024-10-08,7,12567.79,0.0,SEL-8851,1,0.9951,0,0,0,train
PHR-0002772,PRC-00113,electronics,2024-10-09,8,12262.06,0.0,SEL-8851,1,-1.1456,0,0,0,train
PHR-0002773,PRC-00113,electronics,2024-10-10,9,12425.8,0.0,SEL-8851,1,0.0009,0,0,0,train
PHR-0002774,PRC-00113,electronics,2024-10-11,10,12604.82,0.0,SEL-8851,1,1.2543,0,0,0,train
PHR-0002775,PRC-00113,electronics,2024-10-12,11,12352.69,0.0,SEL-8851,1,-0.5111,0,0,0,train
PHR-0002776,PRC-00113,electronics,2024-10-13,12,12371.51,0.0,SEL-8851,1,-0.3793,0,0,0,train
PHR-0002777,PRC-00113,electronics,2024-10-14,13,12646.9,0.0,SEL-8851,1,1.549,0,0,0,train
PHR-0002778,PRC-00113,electronics,2024-10-15,14,12214.29,0.0,SEL-8851,1,-1.4801,0,0,0,train
PHR-0002779,PRC-00113,electronics,2024-10-16,15,12508.34,0.0,SEL-8851,1,0.5788,0,0,0,train
PHR-0002780,PRC-00113,electronics,2024-10-17,16,12580.09,0.0,SEL-8851,1,1.0812,0,0,0,train
PHR-0002781,PRC-00113,electronics,2024-10-18,17,12233.02,0.0,SEL-8851,1,-1.349,0,0,0,train
PHR-0002782,PRC-00113,electronics,2024-10-19,18,12512.73,0.0,SEL-8851,1,0.6095,0,0,0,train
PHR-0002783,PRC-00113,electronics,2024-10-20,19,12391.29,0.0,SEL-8851,1,-0.2408,0,0,0,train
PHR-0002784,PRC-00113,electronics,2024-10-21,20,12581.43,0.0,SEL-8851,1,1.0906,0,0,0,train
PHR-0002785,PRC-00113,electronics,2024-10-22,21,12608.51,0.0,SEL-8851,1,1.2802,0,0,0,train
PHR-0002786,PRC-00114,electronics,2024-10-01,0,21542.41,0.0,SEL-4377,1,-1.0357,0,0,0,train
PHR-0002787,PRC-00114,electronics,2024-10-02,1,22214.32,0.0,SEL-4377,1,1.7512,0,0,0,train
PHR-0002788,PRC-00114,electronics,2024-10-03,2,22166.89,0.0,SEL-4377,1,1.5545,0,0,0,train
PHR-0002789,PRC-00114,electronics,2024-10-04,3,21686.65,0.0,SEL-4377,1,-0.4375,0,0,0,train
PHR-0002790,PRC-00114,electronics,2024-10-05,4,22070.62,0.0,SEL-4377,1,1.1552,0,0,0,train
PHR-0002791,PRC-00114,electronics,2024-10-06,5,21475.86,0.0,SEL-4377,1,-1.3118,0,0,0,train
PHR-0002792,PRC-00114,electronics,2024-10-07,6,22038.92,0.0,SEL-4377,0,1.0237,0,0,0,train
PHR-0002793,PRC-00114,electronics,2024-10-08,7,21639.1,0.0,SEL-4377,1,-0.6347,0,0,0,train
PHR-0002794,PRC-00114,electronics,2024-10-09,8,21510.91,0.0,SEL-4377,1,-1.1664,0,0,0,train
PHR-0002795,PRC-00114,electronics,2024-10-10,9,21984.64,0.0,SEL-4377,1,0.7985,0,0,0,train
PHR-0002796,PRC-00114,electronics,2024-10-11,10,21802.69,0.0,SEL-4377,1,0.0438,0,0,0,train
PHR-0002797,PRC-00114,electronics,2024-10-12,11,21855.37,0.0,SEL-4377,1,0.2623,0,0,0,train
PHR-0002798,PRC-00114,electronics,2024-10-13,12,21846.98,0.0,SEL-4377,1,0.2275,0,0,0,train
PHR-0002799,PRC-00114,electronics,2024-10-14,13,21444.38,0.0,SEL-4377,1,-1.4424,0,0,0,train
PHR-0002800,PRC-00114,electronics,2024-10-15,14,21437.33,0.0,SEL-4377,0,-1.4716,0,0,0,train
PHR-0002801,PRC-00114,electronics,2024-10-16,15,21917.39,0.0,SEL-4377,1,0.5196,0,0,0,train
PHR-0002802,PRC-00114,electronics,2024-10-17,16,21937.2,0.0,SEL-4377,1,0.6018,0,0,0,train
PHR-0002803,PRC-00114,electronics,2024-10-18,17,21433.66,0.0,SEL-4377,1,-1.4868,0,0,0,train
PHR-0002804,PRC-00114,electronics,2024-10-19,18,21722.91,0.0,SEL-4377,1,-0.2871,0,0,0,train
PHR-0002805,PRC-00114,electronics,2024-10-20,19,21927.59,0.0,SEL-4377,1,0.5619,0,0,0,train
PHR-0002806,PRC-00115,electronics,2024-10-01,0,16166.8,0.0,SEL-7316,1,-0.2033,0,0,0,train
PHR-0002807,PRC-00115,electronics,2024-10-02,1,16449.33,0.0,SEL-9055,1,1.3577,0,0,0,train
PHR-0002808,PRC-00115,electronics,2024-10-03,2,16158.45,0.0,SEL-7316,1,-0.2495,0,0,0,train
PHR-0002809,PRC-00115,electronics,2024-10-04,3,16181.93,0.0,SEL-9055,1,-0.1198,0,0,0,train
PHR-0002810,PRC-00115,electronics,2024-10-05,4,16422.61,0.0,SEL-7316,1,1.2101,0,0,0,train
PHR-0002811,PRC-00115,electronics,2024-10-06,5,16378.03,0.0,SEL-9055,1,0.9637,0,0,0,train
PHR-0002812,PRC-00115,electronics,2024-10-07,6,16004.1,0.0,SEL-7316,1,-1.1023,0,0,0,train
PHR-0002813,PRC-00115,electronics,2024-10-08,7,15857.38,0.0,SEL-9055,1,-1.913,0,0,0,train
PHR-0002814,PRC-00115,electronics,2024-10-09,8,16256.24,0.0,SEL-7316,1,0.2908,0,0,0,train
PHR-0002815,PRC-00115,electronics,2024-10-10,9,16395.55,0.0,SEL-9055,1,1.0606,0,0,0,train
PHR-0002816,PRC-00115,electronics,2024-10-11,10,16206.66,0.0,SEL-7316,1,0.0169,0,0,0,train
PHR-0002817,PRC-00115,electronics,2024-10-12,11,15985.63,0.0,SEL-9055,0,-1.2044,0,0,0,train
PHR-0002818,PRC-00115,electronics,2024-10-13,12,16328.6,0.0,SEL-7316,1,0.6906,0,0,0,train
PHR-0002819,PRC-00115,electronics,2024-10-14,13,16282.14,0.0,SEL-9055,1,0.4339,0,0,0,train
PHR-0002820,PRC-00115,electronics,2024-10-15,14,16214.54,0.0,SEL-7316,1,0.0604,0,0,0,train
PHR-0002821,PRC-00115,electronics,2024-10-16,15,16407.51,0.0,SEL-9055,1,1.1266,0,0,0,train
PHR-0002822,PRC-00115,electronics,2024-10-17,16,16356.35,0.0,SEL-7316,1,0.844,0,0,0,train
PHR-0002823,PRC-00115,electronics,2024-10-18,17,16281.12,0.0,SEL-9055,1,0.4283,0,0,0,train
PHR-0002824,PRC-00115,electronics,2024-10-19,18,16279.05,0.0,SEL-7316,1,0.4169,0,0,0,train
PHR-0002825,PRC-00115,electronics,2024-10-20,19,16277.4,0.0,SEL-9055,1,0.4077,0,0,0,train
PHR-0002826,PRC-00115,electronics,2024-10-21,20,16188.75,0.0,SEL-7316,1,-0.0821,0,0,0,train
PHR-0002827,PRC-00115,electronics,2024-10-22,21,16149.13,0.0,SEL-9055,1,-0.301,0,0,0,train
PHR-0002828,PRC-00115,electronics,2024-10-23,22,16308.06,0.0,SEL-7316,1,0.5771,0,0,0,train
PHR-0002829,PRC-00115,electronics,2024-10-24,23,16243.95,0.0,SEL-9055,1,0.2229,0,0,0,train
PHR-0002830,PRC-00115,electronics,2024-10-25,24,16165.99,0.0,SEL-7316,1,-0.2078,0,0,0,train
PHR-0002831,PRC-00115,electronics,2024-10-26,25,15930.96,0.0,SEL-9055,1,-1.5064,0,0,0,train
PHR-0002832,PRC-00116,electronics,2024-10-01,0,15508.12,0.0,SEL-9141,1,-1.2501,0,0,0,train
PHR-0002833,PRC-00116,electronics,2024-10-02,1,16022.87,0.0,SEL-6422,1,1.7102,0,0,0,train
PHR-0002834,PRC-00116,electronics,2024-10-03,2,15557.4,0.0,SEL-4569,1,-0.9667,0,0,0,train
PHR-0002835,PRC-00116,electronics,2024-10-04,3,15535.83,0.0,SEL-9141,1,-1.0908,0,0,0,train
PHR-0002836,PRC-00116,electronics,2024-10-05,4,15799.71,0.0,SEL-6422,1,0.4268,0,0,0,train
PHR-0002837,PRC-00116,electronics,2024-10-06,5,15759.03,0.0,SEL-4569,1,0.1928,0,0,0,train
PHR-0002838,PRC-00116,electronics,2024-10-07,6,15551.26,0.0,SEL-9141,1,-1.002,0,0,0,train
PHR-0002839,PRC-00116,electronics,2024-10-08,7,15830.84,0.0,SEL-6422,1,0.6058,0,0,0,train
PHR-0002840,PRC-00116,electronics,2024-10-09,8,15470.23,0.0,SEL-4569,1,-1.468,0,0,0,train
PHR-0002841,PRC-00116,electronics,2024-10-10,9,15421.4,0.0,SEL-9141,1,-1.7488,0,0,0,train
PHR-0002842,PRC-00116,electronics,2024-10-11,10,15461.05,0.0,SEL-6422,1,-1.5208,0,0,0,train
PHR-0002843,PRC-00116,electronics,2024-10-12,11,15638.7,0.0,SEL-4569,1,-0.4992,0,0,0,train
PHR-0002844,PRC-00116,electronics,2024-10-13,12,16022.45,0.0,SEL-9141,1,1.7077,0,0,0,train
PHR-0002845,PRC-00116,electronics,2024-10-14,13,15753.41,0.0,SEL-6422,1,0.1605,0,0,0,train
PHR-0002846,PRC-00116,electronics,2024-10-15,14,15883.9,0.0,SEL-4569,1,0.911,0,0,0,train
PHR-0002847,PRC-00116,electronics,2024-10-16,15,15611.42,0.0,SEL-9141,1,-0.656,0,0,0,train
PHR-0002848,PRC-00116,electronics,2024-10-17,16,15861.64,0.0,SEL-6422,1,0.7829,0,0,0,train
PHR-0002849,PRC-00116,electronics,2024-10-18,17,16016.89,0.0,SEL-4569,1,1.6758,0,0,0,train
PHR-0002850,PRC-00116,electronics,2024-10-19,18,15634.23,0.0,SEL-9141,1,-0.5249,0,0,0,train
PHR-0002851,PRC-00116,electronics,2024-10-20,19,16037.57,0.0,SEL-6422,1,1.7947,0,0,0,train
PHR-0002852,PRC-00116,electronics,2024-10-21,20,15810.74,0.0,SEL-4569,1,0.4902,0,0,0,train
PHR-0002853,PRC-00116,electronics,2024-10-22,21,15880.04,0.0,SEL-9141,1,0.8888,0,0,0,train
PHR-0002854,PRC-00116,electronics,2024-10-23,22,15567.82,0.0,SEL-6422,1,-0.9068,0,0,0,train
PHR-0002855,PRC-00116,electronics,2024-10-24,23,15813.69,0.0,SEL-4569,1,0.5072,0,0,0,train
PHR-0002856,PRC-00116,electronics,2024-10-25,24,15730.61,0.0,SEL-9141,1,0.0294,0,0,0,train
PHR-0002857,PRC-00116,electronics,2024-10-26,25,16010.74,0.0,SEL-6422,1,1.6404,0,0,0,train
PHR-0002881,PRC-00118,electronics,2024-10-01,0,13638.56,0.0,SEL-7516,1,-0.3107,0,0,0,train
PHR-0002882,PRC-00118,electronics,2024-10-02,1,13404.7,0.0,SEL-2638,1,-1.9119,0,0,0,train
PHR-0002883,PRC-00118,electronics,2024-10-03,2,13437.97,0.0,SEL-2314,1,-1.6841,0,0,0,train
PHR-0002884,PRC-00118,electronics,2024-10-04,3,13724.72,0.0,SEL-7516,1,0.2792,0,0,0,train
PHR-0002885,PRC-00118,electronics,2024-10-05,4,13795.35,0.0,SEL-2638,1,0.7627,0,0,0,train
PHR-0002886,PRC-00118,electronics,2024-10-06,5,13490.99,0.0,SEL-2314,1,-1.3211,0,0,0,train
PHR-0002887,PRC-00118,electronics,2024-10-07,6,13799.75,0.0,SEL-7516,1,0.7929,0,0,0,train
PHR-0002888,PRC-00118,electronics,2024-10-08,7,13918.55,0.0,SEL-2638,1,1.6062,0,0,0,train
PHR-0002889,PRC-00118,electronics,2024-10-09,8,13805.58,0.0,SEL-2314,1,0.8328,0,0,0,train
PHR-0002890,PRC-00118,electronics,2024-10-10,9,13828.3,0.0,SEL-7516,1,0.9883,0,0,0,train
PHR-0002891,PRC-00118,electronics,2024-10-11,10,13782.36,0.0,SEL-2638,1,0.6738,0,0,0,train
PHR-0002892,PRC-00118,electronics,2024-10-12,11,13522.05,0.0,SEL-2314,1,-1.1084,0,0,0,train
PHR-0002893,PRC-00118,electronics,2024-10-13,12,13596.51,0.0,SEL-7516,1,-0.5986,0,0,0,train
PHR-0002894,PRC-00118,electronics,2024-10-14,13,13918.3,0.0,SEL-2638,1,1.6045,0,0,0,train
PHR-0002895,PRC-00118,electronics,2024-10-15,14,13760.76,0.0,SEL-2314,1,0.5259,0,0,0,train
PHR-0002896,PRC-00118,electronics,2024-10-16,15,13830.66,0.0,SEL-7516,1,1.0045,0,0,0,train
PHR-0002897,PRC-00118,electronics,2024-10-17,16,13928.92,0.0,SEL-2638,1,1.6772,0,0,0,train
PHR-0002898,PRC-00118,electronics,2024-10-18,17,13525.71,0.0,SEL-2314,1,-1.0834,0,0,0,train
PHR-0002899,PRC-00118,electronics,2024-10-19,18,13575.07,0.0,SEL-7516,1,-0.7454,0,0,0,train
PHR-0002900,PRC-00118,electronics,2024-10-20,19,13751.78,0.0,SEL-2638,1,0.4644,0,0,0,train
PHR-0002901,PRC-00118,electronics,2024-10-21,20,13412.46,0.0,SEL-2314,1,-1.8588,0,0,0,train
PHR-0002902,PRC-00118,electronics,2024-10-22,21,13711.54,0.0,SEL-7516,1,0.1889,0,0,0,train
PHR-0002903,PRC-00118,electronics,2024-10-23,22,13841.41,0.0,SEL-2638,1,1.0781,0,0,0,train
PHR-0002904,PRC-00118,electronics,2024-10-24,23,13732.99,0.0,SEL-2314,1,0.3358,0,0,0,train
PHR-0002905,PRC-00118,electronics,2024-10-25,24,13560.69,0.0,SEL-7516,1,-0.8439,0,0,0,train
PHR-0002906,PRC-00119,electronics,2024-10-01,0,26284.69,0.0,SEL-6861,1,0.8444,0,0,0,train
PHR-0002907,PRC-00119,electronics,2024-10-02,1,25578.74,0.0,SEL-5389,1,-1.3007,0,0,0,train
PHR-0002908,PRC-00119,electronics,2024-10-03,2,26090.85,0.0,SEL-3157,0,0.2554,0,0,0,train
PHR-0002909,PRC-00119,electronics,2024-10-04,3,25916.99,0.0,SEL-6861,1,-0.2729,0,0,0,train
PHR-0002910,PRC-00119,electronics,2024-10-05,4,26002.56,0.0,SEL-5389,1,-0.0129,0,0,0,train
PHR-0002911,PRC-00119,electronics,2024-10-06,5,25960.7,0.0,SEL-3157,1,-0.1401,0,0,0,train
PHR-0002912,PRC-00119,electronics,2024-10-07,6,25677.81,0.0,SEL-6861,1,-0.9997,0,0,0,train
PHR-0002913,PRC-00119,electronics,2024-10-08,7,25747.73,0.0,SEL-5389,1,-0.7872,0,0,0,train
PHR-0002914,PRC-00119,electronics,2024-10-09,8,25585.79,0.0,SEL-3157,1,-1.2793,0,0,0,train
PHR-0002915,PRC-00119,electronics,2024-10-10,9,25638.37,0.0,SEL-6861,1,-1.1195,0,0,0,train
PHR-0002916,PRC-00119,electronics,2024-10-11,10,26536.83,0.0,SEL-5389,1,1.6105,0,0,0,train
PHR-0002917,PRC-00119,electronics,2024-10-12,11,25809.7,0.0,SEL-3157,1,-0.5989,0,0,0,train
PHR-0002918,PRC-00119,electronics,2024-10-13,12,25838.07,0.0,SEL-6861,1,-0.5127,0,0,0,train
PHR-0002919,PRC-00119,electronics,2024-10-14,13,25650.68,0.0,SEL-5389,1,-1.0821,0,0,0,train
PHR-0002920,PRC-00119,electronics,2024-10-15,14,26304.84,0.0,SEL-3157,1,0.9056,0,0,0,train
PHR-0002921,PRC-00119,electronics,2024-10-16,15,26480.84,0.0,SEL-6861,1,1.4404,0,0,0,train
PHR-0002922,PRC-00119,electronics,2024-10-17,16,26340.86,0.0,SEL-5389,1,1.015,0,0,0,train
PHR-0002923,PRC-00119,electronics,2024-10-18,17,26156.37,0.0,SEL-3157,1,0.4545,0,0,0,train
PHR-0002924,PRC-00119,electronics,2024-10-19,18,26365.32,0.0,SEL-6861,1,1.0894,0,0,0,train
PHR-0002925,PRC-00119,electronics,2024-10-20,19,25939.32,0.0,SEL-5389,0,-0.2051,0,0,0,train
PHR-0002926,PRC-00119,electronics,2024-10-21,20,26413.51,0.0,SEL-3157,1,1.2358,0,0,0,train
PHR-0002927,PRC-00119,electronics,2024-10-22,21,26350.0,0.0,SEL-6861,1,1.0428,0,0,0,train
PHR-0002928,PRC-00119,electronics,2024-10-23,22,25520.08,0.0,SEL-5389,1,-1.479,0,0,0,train
PHR-0002929,PRC-00120,electronics,2024-10-01,0,18891.58,0.0,SEL-6745,1,-0.8854,0,0,0,train
PHR-0002930,PRC-00120,electronics,2024-10-02,1,19014.03,0.0,SEL-6745,1,-0.3449,0,0,0,train
PHR-0002931,PRC-00120,electronics,2024-10-03,2,19073.75,0.0,SEL-6745,1,-0.0813,0,0,0,train
PHR-0002932,PRC-00120,electronics,2024-10-04,3,18859.68,0.0,SEL-6745,1,-1.0263,0,0,0,train
PHR-0002933,PRC-00120,electronics,2024-10-05,4,19165.91,0.0,SEL-6745,1,0.3255,0,0,0,train
PHR-0002934,PRC-00120,electronics,2024-10-06,5,19197.52,0.0,SEL-6745,1,0.465,0,0,0,train
PHR-0002935,PRC-00120,electronics,2024-10-07,6,18733.93,0.0,SEL-6745,0,-1.5814,0,0,0,train
PHR-0002936,PRC-00120,electronics,2024-10-08,7,18954.05,0.0,SEL-6745,1,-0.6097,0,0,0,train
PHR-0002937,PRC-00120,electronics,2024-10-09,8,19236.34,0.0,SEL-6745,1,0.6364,0,0,0,train
PHR-0002938,PRC-00120,electronics,2024-10-10,9,19219.01,0.0,SEL-6745,1,0.5599,0,0,0,train
PHR-0002939,PRC-00120,electronics,2024-10-11,10,19084.11,0.0,SEL-6745,0,-0.0356,0,0,0,train
PHR-0002940,PRC-00120,electronics,2024-10-12,11,19261.71,0.0,SEL-6745,1,0.7484,0,0,0,train
PHR-0002941,PRC-00120,electronics,2024-10-13,12,18751.14,0.0,SEL-6745,1,-1.5054,0,0,0,train
PHR-0002942,PRC-00120,electronics,2024-10-14,13,18759.2,0.0,SEL-6745,1,-1.4698,0,0,0,train
PHR-0002943,PRC-00120,electronics,2024-10-15,14,19170.13,0.0,SEL-6745,1,0.3441,0,0,0,train
PHR-0002944,PRC-00120,electronics,2024-10-16,15,19197.44,0.0,SEL-6745,1,0.4647,0,0,0,train
PHR-0002945,PRC-00120,electronics,2024-10-17,16,19289.79,0.0,SEL-6745,1,0.8723,0,0,0,train
PHR-0002946,PRC-00120,electronics,2024-10-18,17,18807.07,0.0,SEL-6745,1,-1.2585,0,0,0,train
PHR-0002947,PRC-00120,electronics,2024-10-19,18,19062.9,0.0,SEL-6745,1,-0.1292,0,0,0,train
PHR-0002948,PRC-00120,electronics,2024-10-20,19,19172.67,0.0,SEL-6745,1,0.3553,0,0,0,train
PHR-0002949,PRC-00120,electronics,2024-10-21,20,18839.58,0.0,SEL-6745,1,-1.115,0,0,0,train
PHR-0002950,PRC-00120,electronics,2024-10-22,21,19063.02,0.0,SEL-6745,1,-0.1287,0,0,0,train
PHR-0002974,PRC-00122,electronics,2024-10-01,0,13332.85,0.0,SEL-3777,1,-1.2223,0,0,0,train
PHR-0002975,PRC-00122,electronics,2024-10-02,1,13372.79,0.0,SEL-2793,1,-0.9506,0,0,0,train
PHR-0002976,PRC-00122,electronics,2024-10-03,2,13361.26,0.0,SEL-3777,1,-1.0291,0,0,0,train
PHR-0002977,PRC-00122,electronics,2024-10-04,3,13500.68,0.0,SEL-2793,1,-0.0807,0,0,0,train
PHR-0002978,PRC-00122,electronics,2024-10-05,4,13419.13,0.0,SEL-3777,0,-0.6354,0,0,0,train
PHR-0002979,PRC-00122,electronics,2024-10-06,5,13254.89,0.0,SEL-2793,1,-1.7526,0,0,0,train
PHR-0002980,PRC-00122,electronics,2024-10-07,6,13676.82,0.0,SEL-3777,1,1.1174,0,0,0,train
PHR-0002981,PRC-00122,electronics,2024-10-08,7,96098.11,0.0,SEL-2793,1,561.7452,1,1,1,train
PHR-0002982,PRC-00122,electronics,2024-10-09,8,13517.13,0.0,SEL-3777,1,0.0312,0,0,0,train
PHR-0002983,PRC-00122,electronics,2024-10-10,9,72485.77,0.0,SEL-2793,1,401.1346,1,1,1,train
PHR-0002984,PRC-00122,electronics,2024-10-11,10,716.74,0.0,SEL-3777,1,-87.0368,1,1,1,train
PHR-0002985,PRC-00122,electronics,2024-10-12,11,13214.82,0.0,SEL-2793,1,-2.0252,0,1,0,train
PHR-0002986,PRC-00122,electronics,2024-10-13,12,13624.53,0.0,SEL-3777,1,0.7617,0,0,0,train
PHR-0002987,PRC-00122,electronics,2024-10-14,13,13470.66,0.0,SEL-2793,1,-0.2849,0,0,0,train
PHR-0002988,PRC-00122,electronics,2024-10-15,14,103998.49,0.0,SEL-3777,1,615.4834,1,1,1,train
PHR-0002989,PRC-00122,electronics,2024-10-16,15,13465.71,0.0,SEL-2793,1,-0.3186,0,0,0,train
PHR-0002990,PRC-00122,electronics,2024-10-17,16,13307.12,0.0,SEL-3777,1,-1.3973,0,0,0,train
PHR-0002991,PRC-00122,electronics,2024-10-18,17,13669.51,0.0,SEL-2793,1,1.0676,0,0,0,train
PHR-0002992,PRC-00122,electronics,2024-10-19,18,13353.69,0.0,SEL-3777,0,-1.0806,0,0,0,train
PHR-0002993,PRC-00122,electronics,2024-10-20,19,13350.01,0.0,SEL-2793,0,-1.1056,0,0,0,train
PHR-0002994,PRC-00122,electronics,2024-10-21,20,13343.67,0.0,SEL-3777,1,-1.1487,0,0,0,train
PHR-0002995,PRC-00122,electronics,2024-10-22,21,13610.12,0.0,SEL-2793,1,0.6637,0,0,0,train
PHR-0002996,PRC-00122,electronics,2024-10-23,22,13577.08,0.0,SEL-3777,1,0.4389,0,0,0,train
PHR-0002997,PRC-00122,electronics,2024-10-24,23,423.74,0.0,SEL-2793,1,-89.0298,1,1,1,train
PHR-0002998,PRC-00122,electronics,2024-10-25,24,13620.31,0.0,SEL-3777,1,0.733,0,0,0,train
PHR-0002999,PRC-00122,electronics,2024-10-26,25,13505.41,0.0,SEL-2793,1,-0.0486,0,0,0,train
PHR-0003020,PRC-00124,electronics,2024-10-01,0,26075.69,0.0,SEL-5918,1,-0.1281,0,0,0,train
PHR-0003021,PRC-00124,electronics,2024-10-02,1,26418.8,0.0,SEL-7272,1,0.9896,0,0,0,train
PHR-0003022,PRC-00124,electronics,2024-10-03,2,25643.87,0.0,SEL-9046,1,-1.5347,0,0,0,train
PHR-0003023,PRC-00124,electronics,2024-10-04,3,26167.74,0.0,SEL-5918,1,0.1718,0,0,0,train
PHR-0003024,PRC-00124,electronics,2024-10-05,4,26535.15,0.0,SEL-7272,1,1.3686,0,0,0,train
PHR-0003025,PRC-00124,electronics,2024-10-06,5,25984.17,0.0,SEL-9046,1,-0.4262,0,0,0,train
PHR-0003026,PRC-00124,electronics,2024-10-07,6,26572.51,0.0,SEL-5918,1,1.4903,0,0,0,train
PHR-0003027,PRC-00124,electronics,2024-10-08,7,25800.79,0.0,SEL-7272,1,-1.0236,0,0,0,train
PHR-0003028,PRC-00124,electronics,2024-10-09,8,25680.71,0.0,SEL-9046,0,-1.4147,0,0,0,train
PHR-0003029,PRC-00124,electronics,2024-10-10,9,26118.15,0.0,SEL-5918,1,0.0102,0,0,0,train
PHR-0003030,PRC-00124,electronics,2024-10-11,10,26517.35,0.0,SEL-7272,1,1.3106,0,0,0,train
PHR-0003031,PRC-00124,electronics,2024-10-12,11,25895.34,0.0,SEL-9046,1,-0.7156,0,0,0,train
PHR-0003032,PRC-00124,electronics,2024-10-13,12,26405.59,0.0,SEL-5918,1,0.9466,0,0,0,train
PHR-0003033,PRC-00124,electronics,2024-10-14,13,25747.05,0.0,SEL-7272,1,-1.1986,0,0,0,train
PHR-0003034,PRC-00124,electronics,2024-10-15,14,26348.61,0.0,SEL-9046,1,0.7609,0,0,0,train
PHR-0003035,PRC-00124,electronics,2024-10-16,15,26151.83,0.0,SEL-5918,1,0.1199,0,0,0,train
PHR-0003036,PRC-00124,electronics,2024-10-17,16,25753.13,0.0,SEL-7272,1,-1.1788,0,0,0,train
PHR-0003037,PRC-00124,electronics,2024-10-18,17,26319.93,0.0,SEL-9046,1,0.6675,0,0,0,train
PHR-0003038,PRC-00124,electronics,2024-10-19,18,26315.41,0.0,SEL-5918,1,0.6528,0,0,0,train
PHR-0003039,PRC-00124,electronics,2024-10-20,19,26108.42,0.0,SEL-7272,1,-0.0215,0,0,0,train
PHR-0003040,PRC-00124,electronics,2024-10-21,20,25805.78,0.0,SEL-9046,1,-1.0073,0,0,0,train
PHR-0003041,PRC-00124,electronics,2024-10-22,21,25708.54,0.0,SEL-5918,1,-1.3241,0,0,0,train
PHR-0003042,PRC-00124,electronics,2024-10-23,22,26569.54,0.0,SEL-7272,1,1.4806,0,0,0,train
PHR-0003043,PRC-00124,electronics,2024-10-24,23,26254.93,0.0,SEL-9046,1,0.4558,0,0,0,train
PHR-0003044,PRC-00124,electronics,2024-10-25,24,26415.06,0.0,SEL-5918,1,0.9774,0,0,0,train
PHR-0003045,PRC-00125,electronics,2024-10-01,0,23921.64,0.0,SEL-5532,1,-0.2199,0,0,0,train
PHR-0003046,PRC-00125,electronics,2024-10-02,1,23744.51,0.0,SEL-9622,1,-0.8215,0,0,0,train
PHR-0003047,PRC-00125,electronics,2024-10-03,2,24111.49,0.0,SEL-5532,1,0.425,0,0,0,train
PHR-0003048,PRC-00125,electronics,2024-10-04,3,24499.19,0.0,SEL-9622,1,1.7419,0,0,0,train
PHR-0003049,PRC-00125,electronics,2024-10-05,4,23619.91,0.0,SEL-5532,1,-1.2448,0,0,0,train
PHR-0003050,PRC-00125,electronics,2024-10-06,5,23665.85,0.0,SEL-9622,1,-1.0887,0,0,0,train
PHR-0003051,PRC-00125,electronics,2024-10-07,6,24013.66,0.0,SEL-5532,1,0.0927,0,0,0,train
PHR-0003052,PRC-00125,electronics,2024-10-08,7,24263.2,0.0,SEL-9622,1,0.9403,0,0,0,train
PHR-0003053,PRC-00125,electronics,2024-10-09,8,24070.58,0.0,SEL-5532,1,0.286,0,0,0,train
PHR-0003054,PRC-00125,electronics,2024-10-10,9,24476.75,0.0,SEL-9622,1,1.6657,0,0,0,train
PHR-0003055,PRC-00125,electronics,2024-10-11,10,23654.22,0.0,SEL-5532,1,-1.1282,0,0,0,train
PHR-0003056,PRC-00125,electronics,2024-10-12,11,23939.55,0.0,SEL-9622,1,-0.1591,0,0,0,train
PHR-0003057,PRC-00125,electronics,2024-10-13,12,23950.35,0.0,SEL-5532,1,-0.1224,0,0,0,train
PHR-0003058,PRC-00125,electronics,2024-10-14,13,23939.53,0.0,SEL-9622,1,-0.1591,0,0,0,train
PHR-0003059,PRC-00125,electronics,2024-10-15,14,24081.74,0.0,SEL-5532,1,0.3239,0,0,0,train
PHR-0003060,PRC-00125,electronics,2024-10-16,15,24373.65,0.0,SEL-9622,1,1.3155,0,0,0,train
PHR-0003061,PRC-00125,electronics,2024-10-17,16,23918.1,0.0,SEL-5532,1,-0.2319,0,0,0,train
PHR-0003062,PRC-00125,electronics,2024-10-18,17,24329.23,0.0,SEL-9622,1,1.1646,0,0,0,train
PHR-0003063,PRC-00125,electronics,2024-10-19,18,23752.89,0.0,SEL-5532,1,-0.7931,0,0,0,train
PHR-0003064,PRC-00125,electronics,2024-10-20,19,24152.13,0.0,SEL-9622,1,0.563,0,0,0,train
PHR-0003065,PRC-00125,electronics,2024-10-21,20,23973.23,0.0,SEL-5532,1,-0.0446,0,0,0,train
PHR-0003066,PRC-00125,electronics,2024-10-22,21,24131.4,0.0,SEL-9622,1,0.4926,0,0,0,train
PHR-0003067,PRC-00125,electronics,2024-10-23,22,23715.58,0.0,SEL-5532,0,-0.9198,0,0,0,train
PHR-0003068,PRC-00125,electronics,2024-10-24,23,24530.63,0.0,SEL-9622,1,1.8487,0,0,0,train
PHR-0003069,PRC-00125,electronics,2024-10-25,24,24485.1,0.0,SEL-5532,1,1.694,0,0,0,train
