product_id,category,domain_name,tld,domain_age_days,rdap_age_score,dns_status,dns_redirect_hops,dns_health_score,tld_risk_score,composite_trust_score,risk_category,split
PRD-001385,electronics,electronicszone.ml,.ml,380,52.05,active,1,100,40,64.03,medium,train
PRD-001386,electronics,bestprice99.tk,.tk,98,13.42,redirect,3,0,45,15.71,high,train
PRD-001388,electronics,megadiscount.ga,.ga,39,5.34,partial,3,0,42,11.07,high,train
PRD-001389,electronics,cromaretail.com,.com,2512,100.0,active,0,100,90,98.0,low,train
PRD-001390,electronics,shopkart-india.store,.store,213,29.18,active,2,50,82,45.99,medium,train
PRD-001391,electronics,priceburn.xyz,.xyz,350,47.95,active,2,50,50,48.97,medium,train
PRD-001392,electronics,dealstoday.space,.space,263,36.03,active,2,50,60,45.01,medium,train
PRD-001393,electronics,topbrands.cf,.cf,115,15.75,redirect,3,0,42,16.28,high,train
PRD-001394,electronics,indiadeals.ws,.ws,119,16.3,active,1,100,70,52.15,medium,train
PRD-001397,electronics,buydirect.shop,.shop,119,16.3,active,1,100,82,54.55,medium,train
PRD-001401,electronics,tatacliq.com,.com,1306,100.0,active,0,100,90,98.0,low,train
PRD-001403,electronics,brandedgoods.club,.club,230,31.51,active,2,50,58,42.35,medium,train
PRD-001404,electronics,priceburn.xyz,.xyz,71,9.73,partial,4,0,50,14.86,high,train
PRD-001405,electronics,topbrands.cf,.cf,87,11.92,partial,5,0,42,14.36,high,train
PRD-001406,electronics,megadiscount.ga,.ga,60,8.22,partial,5,0,42,12.51,high,train
PRD-001407,electronics,bestbuys.digital,.digital,211,28.9,active,1,100,78,60.05,medium,train
PRD-001408,electronics,bestprice99.tk,.tk,19,2.6,partial,5,0,45,10.3,high,train
PRD-001409,electronics,shopfast.vip,.vip,108,14.79,partial,5,0,50,17.4,high,train
PRD-001410,electronics,brandshop.io,.io,195,26.71,active,2,50,85,45.36,medium,train
PRD-001412,electronics,topbrands.cf,.cf,11,1.51,redirect,3,0,42,9.15,high,train
PRD-001413,electronics,indiabuys.co,.co,175,23.97,active,2,50,85,43.99,medium,train
PRD-001414,electronics,amazon.in,.in,1521,100.0,active,1,100,88,97.6,low,train
PRD-001415,electronics,brandedgoods.club,.club,66,9.04,redirect,4,0,58,16.12,high,train
PRD-001418,electronics,myntra.com,.com,1963,100.0,active,1,100,90,98.0,low,train
PRD-001419,electronics,discountshop.top,.top,85,11.64,partial,5,0,52,16.22,high,train
PRD-001420,electronics,brandshop.io,.io,301,41.23,active,0,100,85,67.62,medium,train
PRD-001422,electronics,shopindia.live,.live,144,19.73,active,0,100,62,52.26,medium,train
PRD-001423,electronics,topdeals.co,.co,180,24.66,active,1,100,85,59.33,medium,train
PRD-001424,electronics,mybrand.site,.site,272,37.26,active,0,100,65,61.63,medium,train
PRD-001425,electronics,myshopindia.online,.online,252,34.52,active,2,50,80,48.26,medium,train
PRD-001426,electronics,shopnow24.io,.io,277,37.95,active,0,100,85,65.97,medium,train
PRD-001428,electronics,megadiscount.ga,.ga,16,2.19,partial,5,0,42,9.5,high,train
PRD-001429,electronics,amazon.in,.in,2141,100.0,active,0,100,88,97.6,low,train
PRD-001430,electronics,shopkart-india.store,.store,317,43.42,active,2,50,82,53.11,medium,train
PRD-001431,electronics,dealspoint.tech,.tech,110,15.07,active,0,100,80,53.53,medium,train
PRD-001433,electronics,cheapmeds.xyz,.xyz,52,7.12,partial,3,0,50,13.56,high,train
PRD-001434,electronics,amazon.in,.in,3149,100.0,active,0,100,88,97.6,low,train
PRD-001436,electronics,ajio.com,.com,1505,100.0,active,1,100,90,98.0,low,train
PRD-001437,electronics,brandedgoods.club,.club,309,42.33,active,2,50,58,47.76,medium,train
PRD-001438,electronics,cromaretail.com,.com,3653,100.0,active,1,100,90,98.0,low,train
PRD-001439,electronics,dealstoday.space,.space,141,19.32,active,1,100,60,51.66,medium,train
PRD-001443,clothing,dealstoday.space,.space,116,15.89,active,1,100,60,49.95,medium,train
PRD-001446,clothing,tatacliq.com,.com,2618,100.0,active,1,100,90,98.0,low,train
PRD-001447,clothing,flipkart.com,.com,1052,100.0,active,1,100,90,98.0,low,train
PRD-001448,clothing,bestbuys.digital,.digital,89,12.19,active,0,100,78,51.7,medium,train
PRD-001449,clothing,snapdeal.com,.com,3499,100.0,active,1,100,90,98.0,low,train
PRD-001450,clothing,netmeds.com,.com,2746,100.0,active,1,100,90,98.0,low,train
PRD-001451,clothing,snapdeal.com,.com,2736,100.0,active,0,100,90,98.0,low,train
PRD-001452,clothing,topdeals.co,.co,289,39.59,active,1,100,85,66.79,medium,train
PRD-001453,clothing,purplle.com,.com,1315,100.0,active,1,100,90,98.0,low,train
PRD-001455,clothing,1mg.com,.com,1508,100.0,active,1,100,90,98.0,low,train
PRD-001456,clothing,meesho.com,.com,1652,100.0,active,1,100,90,98.0,low,train
PRD-001457,clothing,flipkart.com,.com,3623,100.0,active,0,100,90,98.0,low,train
PRD-001459,clothing,megadiscount.ga,.ga,319,43.7,active,2,50,42,45.25,medium,train
PRD-001460,clothing,myntra.com,.com,783,100.0,active,0,100,90,98.0,low,train
PRD-001462,clothing,cultfit.com,.com,3250,100.0,active,0,100,90,98.0,low,train
PRD-001463,clothing,netmeds.com,.com,804,100.0,active,0,100,90,98.0,low,train
PRD-001465,clothing,snapdeal.com,.com,1496,100.0,active,1,100,90,98.0,low,train
PRD-001466,clothing,fastdeal.pw,.pw,237,32.47,active,1,100,42,54.63,medium,train
PRD-001467,clothing,nykaa.com,.com,3221,100.0,active,0,100,90,98.0,low,train
PRD-001468,clothing,ajio.com,.com,2099,100.0,active,1,100,90,98.0,low,train
PRD-001469,clothing,netmeds.com,.com,2785,100.0,active,0,100,90,98.0,low,train
PRD-001470,clothing,indiabuys.co,.co,173,23.7,active,2,50,85,43.85,medium,train
PRD-001471,clothing,indiadeals.ws,.ws,230,31.51,active,2,50,70,44.75,medium,train
PRD-001472,clothing,discountshop.top,.top,486,66.58,active,2,50,52,58.69,medium,train
PRD-001475,clothing,flipkart.com,.com,2337,100.0,active,0,100,90,98.0,low,train
PRD-001476,clothing,shopnow24.io,.io,279,38.22,active,1,100,85,66.11,medium,train
PRD-001477,clothing,cultfit.com,.com,2651,100.0,active,1,100,90,98.0,low,train
PRD-001479,clothing,1mg.com,.com,1647,100.0,active,0,100,90,98.0,low,train
PRD-001481,clothing,nykaa.com,.com,1018,100.0,active,0,100,90,98.0,low,train
PRD-001482,clothing,cromaretail.com,.com,2200,100.0,active,1,100,90,98.0,low,train
PRD-001483,clothing,shopfast.vip,.vip,482,66.03,active,2,50,50,58.01,medium,train
PRD-001485,clothing,shopfast.vip,.vip,426,58.36,active,1,100,50,69.18,medium,train
PRD-001486,clothing,indiadeals.ws,.ws,392,53.7,active,2,50,70,55.85,medium,train
PRD-001487,clothing,bestbuys.digital,.digital,253,34.66,active,2,50,78,47.93,medium,train
PRD-001488,clothing,shopindia.live,.live,141,19.32,active,1,100,62,52.06,medium,train
PRD-001489,clothing,nykaa.com,.com,854,100.0,active,1,100,90,98.0,low,train
PRD-001490,clothing,flipkart.com,.com,3020,100.0,active,0,100,90,98.0,low,train
PRD-001495,clothing,dealstoday.space,.space,315,43.15,active,1,100,60,63.58,medium,train
PRD-001496,clothing,indiabuys.co,.co,115,15.75,active,1,100,85,54.88,medium,train
PRD-001497,clothing,electronicszone.ml,.ml,223,30.55,active,1,100,40,53.27,medium,train
PRD-001498,clothing,flipkart.com,.com,3762,100.0,active,0,100,90,98.0,low,train
PRD-001499,clothing,cromaretail.com,.com,1795,100.0,active,0,100,90,98.0,low,train
PRD-001501,clothing,nykaa.com,.com,2895,100.0,active,1,100,90,98.0,low,train
PRD-001502,clothing,indiabuys.co,.co,204,27.95,active,2,50,85,45.97,medium,train
PRD-001504,clothing,dealzone.info,.info,261,35.75,active,0,100,75,62.88,medium,train
PRD-001505,clothing,ajio.com,.com,3154,100.0,active,1,100,90,98.0,low,train
PRD-001506,clothing,snapdeal.com,.com,2948,100.0,active,1,100,90,98.0,low,train
PRD-001507,clothing,cultfit.com,.com,379,51.92,active,1,100,90,73.96,low,train
PRD-001509,clothing,topbrands.cf,.cf,114,15.62,redirect,3,0,42,16.21,high,train
PRD-001510,clothing,amazon.in,.in,3611,100.0,active,1,100,88,97.6,low,train
PRD-001511,clothing,snapdeal.com,.com,2674,100.0,active,1,100,90,98.0,low,train
PRD-001514,clothing,snapdeal.com,.com,1021,100.0,active,0,100,90,98.0,low,train
PRD-001516,clothing,discountshop.top,.top,326,44.66,active,2,50,52,47.73,medium,train
PRD-001517,clothing,reliancedigital.in,.in,2843,100.0,active,0,100,88,97.6,low,train
PRD-001520,clothing,1mg.com,.com,2939,100.0,active,0,100,90,98.0,low,train
PRD-001521,clothing,flipkart.com,.com,2492,100.0,active,0,100,90,98.0,low,train
PRD-001525,clothing,myntra.com,.com,3595,100.0,active,1,100,90,98.0,low,train
PRD-001526,clothing,meesho.com,.com,2831,100.0,active,1,100,90,98.0,low,train
PRD-001527,clothing,healthkart.com,.com,1308,100.0,active,1,100,90,98.0,low,train
PRD-001528,clothing,netmeds.com,.com,3174,100.0,active,1,100,90,98.0,low,train
PRD-001529,clothing,fastdeal.pw,.pw,426,58.36,active,1,100,42,67.58,medium,train
PRD-001530,clothing,shopindia.live,.live,272,37.26,active,2,50,62,46.03,medium,train
PRD-001531,clothing,flipkart.com,.com,3378,100.0,active,1,100,90,98.0,low,train
PRD-001532,clothing,flipkart.com,.com,3294,100.0,active,1,100,90,98.0,low,train
PRD-001533,clothing,shopfast.vip,.vip,113,15.48,active,1,100,50,47.74,medium,train
PRD-001534,clothing,myntra.com,.com,3283,100.0,active,0,100,90,98.0,low,train
PRD-001536,clothing,healthkart.com,.com,3120,100.0,active,1,100,90,98.0,low,train
PRD-001537,clothing,1mg.com,.com,1012,100.0,active,1,100,90,98.0,low,train
PRD-001539,clothing,purplle.com,.com,1639,100.0,active,0,100,90,98.0,low,train
PRD-001540,clothing,brandshop.fun,.fun,348,47.67,active,2,50,55,49.84,medium,train
PRD-001541,clothing,originaldeal.cc,.cc,411,56.3,active,1,100,55,69.15,medium,train
PRD-001543,clothing,topdeals.co,.co,333,45.62,active,0,100,85,69.81,medium,train
PRD-001544,clothing,myshopindia.online,.online,241,33.01,active,0,100,80,62.51,medium,train
PRD-001546,clothing,myshopindia.online,.online,271,37.12,active,1,100,80,64.56,medium,train
PRD-001547,clothing,indiabuys.co,.co,280,38.36,active,1,100,85,66.18,medium,train
PRD-001549,clothing,indiabuys.co,.co,292,40.0,active,1,100,85,67.0,medium,train
PRD-001552,clothing,snapdeal.com,.com,2744,100.0,active,0,100,90,98.0,low,train
PRD-001554,clothing,shopindia.live,.live,67,9.18,active,1,100,62,46.99,medium,train
PRD-001555,clothing,dealzone.info,.info,250,34.25,active,0,100,75,62.12,medium,train
PRD-001556,clothing,amazon.in,.in,452,61.92,active,1,100,88,78.56,low,train
PRD-001557,clothing,snapdeal.com,.com,1470,100.0,active,0,100,90,98.0,low,train
PRD-001560,clothing,ajio.com,.com,646,88.49,active,1,100,90,92.25,low,train
PRD-001561,clothing,netmeds.com,.com,2185,100.0,active,1,100,90,98.0,low,train
PRD-001562,clothing,snapdeal.com,.com,2307,100.0,active,1,100,90,98.0,low,train
PRD-001563,clothing,cheapmeds.xyz,.xyz,390,53.42,active,2,50,50,51.71,medium,train
PRD-001565,clothing,mybrand.site,.site,345,47.26,active,1,100,65,66.63,medium,train
PRD-001566,clothing,shopfast.vip,.vip,227,31.1,active,2,50,50,40.55,medium,train
PRD-001567,clothing,reliancedigital.in,.in,1579,100.0,active,0,100,88,97.6,low,train
PRD-001568,clothing,healthkart.com,.com,2212,100.0,active,1,100,90,98.0,low,train
PRD-001569,clothing,shopkart-india.store,.store,160,21.92,active,1,100,82,57.36,medium,train
PRD-001570,clothing,purplle.com,.com,2303,100.0,active,0,100,90,98.0,low,train
PRD-001571,clothing,shopindia.live,.live,233,31.92,active,1,100,62,58.36,medium,train
PRD-001572,clothing,megadiscount.ga,.ga,8,1.1,partial,3,0,42,8.95,high,train
PRD-001575,clothing,discountshop.top,.top,458,62.74,active,2,50,52,56.77,medium,train
PRD-001576,clothing,nykaa.com,.com,2426,100.0,active,0,100,90,98.0,low,train
PRD-001579,clothing,cromaretail.com,.com,3947,100.0,active,0,100,90,98.0,low,train
PRD-001580,clothing,amazon.in,.in,3427,100.0,active,0,100,88,97.6,low,train
PRD-001581,clothing,brandshop.fun,.fun,453,62.05,active,2,50,55,57.03,medium,train
PRD-001584,clothing,mybrand.site,.site,280,38.36,active,2,50,65,47.18,medium,train
PRD-001585,clothing,dealzone.info,.info,160,21.92,active,1,100,75,55.96,medium,train
PRD-001586,clothing,originaldeal.cc,.cc,447,61.23,active,2,50,55,56.62,medium,train
PRD-001587,clothing,flipkart.com,.com,2583,100.0,active,1,100,90,98.0,low,train
PRD-001588,clothing,amazon.in,.in,2144,100.0,active,1,100,88,97.6,low,train
PRD-001589,clothing,myntra.com,.com,3045,100.0,active,1,100,90,98.0,low,train
PRD-001590,clothing,healthkart.com,.com,2318,100.0,active,1,100,90,98.0,low,train
PRD-001591,clothing,amazon.in,.in,3903,100.0,active,0,100,88,97.6,low,train
PRD-001592,clothing,snapdeal.com,.com,2839,100.0,active,1,100,90,98.0,low,train
PRD-001593,clothing,myntra.com,.com,3196,100.0,active,0,100,90,98.0,low,train
PRD-001594,clothing,priceburn.xyz,.xyz,19,2.6,partial,5,0,50,11.3,high,train
PRD-001595,clothing,ajio.com,.com,3329,100.0,active,1,100,90,98.0,low,train
PRD-001596,clothing,meesho.com,.com,1919,100.0,active,1,100,90,98.0,low,train
PRD-001597,clothing,flipkart.com,.com,3457,100.0,active,0,100,90,98.0,low,train
PRD-001598,clothing,shopkart-india.store,.store,161,22.05,active,1,100,82,57.43,medium,train
PRD-001599,clothing,tatacliq.com,.com,3507,100.0,active,0,100,90,98.0,low,train
PRD-001600,clothing,myntra.com,.com,996,100.0,active,1,100,90,98.0,low,train
PRD-001601,clothing,ajio.com,.com,2030,100.0,active,0,100,90,98.0,low,train
PRD-001604,clothing,netmeds.com,.com,3884,100.0,active,1,100,90,98.0,low,train
PRD-001605,clothing,meesho.com,.com,2554,100.0,active,1,100,90,98.0,low,train
PRD-001607,clothing,shopfast.vip,.vip,16,2.19,partial,5,0,50,11.1,high,train
PRD-001610,clothing,healthkart.com,.com,3252,100.0,active,0,100,90,98.0,low,train
PRD-001612,clothing,shopkart-india.store,.store,345,47.26,active,2,50,82,55.03,medium,train
PRD-001613,clothing,electronicszone.ml,.ml,472,64.66,active,2,50,40,55.33,medium,train
PRD-001614,clothing,shopindia.live,.live,349,47.81,active,0,100,62,66.3,medium,train
PRD-001615,clothing,ajio.com,.com,1101,100.0,active,0,100,90,98.0,low,train
PRD-001616,clothing,amazon.in,.in,3595,100.0,active,1,100,88,97.6,low,train
PRD-001618,clothing,megadiscount.ga,.ga,115,15.75,partial,3,0,42,16.28,high,train
PRD-001619,clothing,nykaa.com,.com,3471,100.0,active,0,100,90,98.0,low,train
PRD-001620,clothing,healthkart.com,.com,3473,100.0,active,1,100,90,98.0,low,train
PRD-001621,clothing,myntra.com,.com,3254,100.0,active,1,100,90,98.0,low,train
PRD-001622,clothing,amazon.in,.in,984,100.0,active,0,100,88,97.6,low,train
PRD-001624,clothing,fastdeal.pw,.pw,350,47.95,active,1,100,42,62.37,medium,train
PRD-001626,clothing,tatacliq.com,.com,2991,100.0,active,0,100,90,98.0,low,train
PRD-001627,clothing,purplle.com,.com,384,52.6,active,1,100,90,74.3,low,train
PRD-001628,clothing,ajio.com,.com,1629,100.0,active,1,100,90,98.0,low,train
PRD-001631,clothing,ajio.com,.com,2275,100.0,active,0,100,90,98.0,low,train
PRD-001632,clothing,1mg.com,.com,2804,100.0,active,1,100,90,98.0,low,train
PRD-001633,clothing,bestprice99.tk,.tk,423,57.95,active,2,50,45,52.97,medium,train
PRD-001635,clothing,electronicszone.ml,.ml,309,42.33,active,2,50,40,44.16,medium,train
PRD-001637,clothing,cheapmeds.xyz,.xyz,364,49.86,active,1,100,50,64.93,medium,train
PRD-001640,clothing,nykaa.com,.com,912,100.0,active,0,100,90,98.0,low,train
PRD-001642,clothing,shopkart-india.store,.store,221,30.27,active,2,50,82,46.54,medium,train
PRD-001644,clothing,cheapmeds.xyz,.xyz,464,63.56,active,2,50,50,56.78,medium,train
PRD-001645,clothing,dealzone.info,.info,347,47.53,active,1,100,75,68.77,medium,train
PRD-001646,clothing,cheapmeds.xyz,.xyz,388,53.15,active,1,100,50,66.58,medium,train
PRD-001648,clothing,priceburn.xyz,.xyz,41,5.62,partial,4,0,50,12.81,high,train
PRD-001649,clothing,netmeds.com,.com,2565,100.0,active,0,100,90,98.0,low,train
PRD-001650,clothing,myntra.com,.com,2053,100.0,active,1,100,90,98.0,low,train
PRD-001651,clothing,shopnow24.io,.io,198,27.12,active,2,50,85,45.56,medium,train
PRD-001653,clothing,snapdeal.com,.com,1620,100.0,active,1,100,90,98.0,low,train
PRD-001654,clothing,buydirect.shop,.shop,331,45.34,active,2,50,82,54.07,medium,train
PRD-001655,clothing,myntra.com,.com,3540,100.0,active,0,100,90,98.0,low,train
PRD-001656,clothing,amazon.in,.in,3829,100.0,active,1,100,88,97.6,low,train
PRD-001657,clothing,bestbuys.digital,.digital,154,21.1,active,0,100,78,56.15,medium,train
PRD-001658,clothing,meesho.com,.com,3138,100.0,active,0,100,90,98.0,low,train
PRD-001659,clothing,bestbuys.digital,.digital,264,36.16,active,1,100,78,63.68,medium,train
PRD-001662,clothing,purplle.com,.com,2597,100.0,active,1,100,90,98.0,low,train
PRD-001663,clothing,mybrand.site,.site,150,20.55,active,0,100,65,53.27,medium,train
PRD-001664,clothing,brandshop.fun,.fun,40,5.48,redirect,5,0,55,13.74,high,train
PRD-001666,clothing,brandshop.io,.io,170,23.29,active,2,50,85,43.64,medium,train
PRD-001668,clothing,fastdeal.pw,.pw,77,10.55,partial,5,0,42,13.67,high,train
PRD-001671,clothing,reliancedigital.in,.in,1640,100.0,active,1,100,88,97.6,low,train
PRD-001672,clothing,meesho.com,.com,985,100.0,active,1,100,90,98.0,low,train
PRD-001673,clothing,shopfast.vip,.vip,272,37.26,active,1,100,50,58.63,medium,train
PRD-001674,clothing,myntra.com,.com,575,78.77,active,1,100,90,87.38,low,train
PRD-001676,clothing,suppl-cheap.gq,.gq,387,53.01,active,1,100,40,64.51,medium,train
PRD-001677,clothing,snapdeal.com,.com,1659,100.0,active,1,100,90,98.0,low,train
PRD-001678,clothing,netmeds.com,.com,2936,100.0,active,0,100,90,98.0,low,train
PRD-001680,clothing,1mg.com,.com,3727,100.0,active,1,100,90,98.0,low,train
PRD-001681,clothing,buybest.biz,.biz,282,38.63,active,1,100,72,63.72,medium,train
PRD-001682,clothing,cromaretail.com,.com,1169,100.0,active,0,100,90,98.0,low,train
PRD-001684,clothing,amazon.in,.in,2493,100.0,active,0,100,88,97.6,low,train
PRD-001687,clothing,topbrands.cf,.cf,209,28.63,active,1,100,42,52.72,medium,train
PRD-001688,clothing,suppl-cheap.gq,.gq,395,54.11,active,2,50,40,50.05,medium,train
PRD-001689,clothing,ajio.com,.com,1702,100.0,active,1,100,90,98.0,low,train
PRD-001690,clothing,netmeds.com,.com,2606,100.0,active,1,100,90,98.0,low,train
PRD-001691,clothing,cromaretail.com,.com,663,90.82,active,0,100,90,93.41,low,train
PRD-001692,clothing,nykaa.com,.com,1556,100.0,active,0,100,90,98.0,low,train
PRD-001694,clothing,indiadeals.ws,.ws,178,24.38,active,1,100,70,56.19,medium,train
PRD-001695,clothing,shopkart-india.store,.store,328,44.93,active,0,100,82,68.87,medium,train
PRD-001697,clothing,cultfit.com,.com,3087,100.0,active,0,100,90,98.0,low,train
PRD-001698,clothing,purplle.com,.com,1406,100.0,active,0,100,90,98.0,low,train
PRD-001699,clothing,meesho.com,.com,1109,100.0,active,0,100,90,98.0,low,train
PRD-001700,clothing,healthkart.com,.com,1407,100.0,active,0,100,90,98.0,low,train
PRD-001701,clothing,discountshop.top,.top,96,13.15,redirect,5,0,52,16.98,high,train
PRD-001703,clothing,priceburn.xyz,.xyz,420,57.53,active,2,50,50,53.77,medium,train
PRD-001704,clothing,cultfit.com,.com,2680,100.0,active,1,100,90,98.0,low,train
PRD-001705,clothing,shopnow24.io,.io,221,30.27,active,1,100,85,62.14,medium,train
PRD-001706,clothing,suppl-cheap.gq,.gq,270,36.99,active,1,100,40,56.49,medium,train
PRD-001707,clothing,shopfast.vip,.vip,80,10.96,partial,4,0,50,15.48,high,train
PRD-001708,clothing,snapdeal.com,.com,3804,100.0,active,0,100,90,98.0,low,train
PRD-001709,clothing,netmeds.com,.com,1411,100.0,active,1,100,90,98.0,low,train
PRD-001711,clothing,myntra.com,.com,596,81.64,active,1,100,90,88.82,low,train
PRD-001713,clothing,cromaretail.com,.com,2643,100.0,active,0,100,90,98.0,low,train
PRD-001714,clothing,brandshop.io,.io,160,21.92,active,1,100,85,57.96,medium,train
PRD-001715,clothing,megadiscount.ga,.ga,462,63.29,active,2,50,42,55.04,medium,train
PRD-001717,clothing,brandshop.io,.io,74,10.14,active,1,100,85,52.07,medium,train
PRD-001719,clothing,cromaretail.com,.com,2962,100.0,active,0,100,90,98.0,low,train
PRD-001720,clothing,ecommerce.shop,.shop,243,33.29,active,2,50,82,48.04,medium,train
PRD-001721,clothing,brandshop.io,.io,233,31.92,active,2,50,85,47.96,medium,train
PRD-001722,clothing,dealzone.info,.info,333,45.62,active,2,50,75,52.81,medium,train
PRD-001723,clothing,mybrand.site,.site,259,35.48,active,1,100,65,60.74,medium,train
PRD-001724,clothing,topdeals.co,.co,265,36.3,active,0,100,85,65.15,medium,train
PRD-001726,clothing,meesho.com,.com,2444,100.0,active,0,100,90,98.0,low,train
PRD-001727,clothing,netmeds.com,.com,2787,100.0,active,1,100,90,98.0,low,train
PRD-001728,clothing,ajio.com,.com,1096,100.0,active,1,100,90,98.0,low,train
PRD-001729,clothing,myntra.com,.com,1832,100.0,active,0,100,90,98.0,low,train
PRD-001732,clothing,electronicszone.ml,.ml,196,26.85,active,1,100,40,51.42,medium,train
PRD-001733,clothing,topdeals.co,.co,245,33.56,active,1,100,85,63.78,medium,train
PRD-001736,clothing,myshopindia.online,.online,329,45.07,active,2,50,80,53.53,medium,train
PRD-001737,clothing,priceburn.xyz,.xyz,467,63.97,active,2,50,50,56.99,medium,train
PRD-001739,clothing,shopnow24.io,.io,184,25.21,active,2,50,85,44.6,medium,train
PRD-001740,clothing,discountshop.top,.top,157,21.51,active,1,100,52,51.15,medium,train
PRD-001742,clothing,buybest.biz,.biz,196,26.85,active,1,100,72,57.82,medium,train
PRD-001745,clothing,priceburn.xyz,.xyz,107,14.66,redirect,5,0,50,17.33,high,train
PRD-001746,clothing,1mg.com,.com,2669,100.0,active,0,100,90,98.0,low,train
PRD-001747,clothing,amazon.in,.in,2195,100.0,active,0,100,88,97.6,low,train
PRD-001748,clothing,cultfit.com,.com,2712,100.0,active,1,100,90,98.0,low,train
PRD-001749,clothing,electronicszone.ml,.ml,465,63.7,active,1,100,40,69.85,medium,train
PRD-001750,clothing,topbrands.cf,.cf,283,38.77,active,2,50,42,42.78,medium,train
PRD-001751,clothing,dealstoday.space,.space,237,32.47,active,2,50,60,43.23,medium,train
PRD-001752,clothing,megadiscount.ga,.ga,119,16.3,partial,3,0,42,16.55,high,train
PRD-001753,clothing,shopindia.live,.live,199,27.26,active,0,100,62,56.03,medium,train
PRD-001754,clothing,tatacliq.com,.com,2327,100.0,active,0,100,90,98.0,low,train
PRD-001755,clothing,netmeds.com,.com,2680,100.0,active,1,100,90,98.0,low,train
PRD-001756,clothing,brandshop.fun,.fun,30,4.11,redirect,4,0,55,13.05,high,train
PRD-001757,clothing,purplle.com,.com,3505,100.0,active,1,100,90,98.0,low,train
PRD-001759,clothing,cromaretail.com,.com,2295,100.0,active,1,100,90,98.0,low,train
PRD-001760,clothing,shopindia.live,.live,214,29.32,active,2,50,62,42.06,medium,train
PRD-001762,clothing,shopfast.vip,.vip,208,28.49,active,1,100,50,54.25,medium,train
PRD-001764,clothing,ajio.com,.com,1692,100.0,active,1,100,90,98.0,low,train
PRD-001765,clothing,amazon.in,.in,1904,100.0,active,1,100,88,97.6,low,train
PRD-001766,clothing,brandshop.io,.io,203,27.81,active,2,50,85,45.9,medium,train
PRD-001767,clothing,1mg.com,.com,3387,100.0,active,1,100,90,98.0,low,train
PRD-001769,clothing,cromaretail.com,.com,2395,100.0,active,0,100,90,98.0,low,train
PRD-001771,clothing,reliancedigital.in,.in,2571,100.0,active,0,100,88,97.6,low,train
PRD-001773,clothing,shopnow24.io,.io,301,41.23,active,0,100,85,67.62,medium,train
PRD-001774,clothing,topdeals.co,.co,168,23.01,active,1,100,85,58.51,medium,train
PRD-001776,clothing,amazon.in,.in,1372,100.0,active,1,100,88,97.6,low,train
PRD-001777,clothing,nykaa.com,.com,3441,100.0,active,1,100,90,98.0,low,train
PRD-001779,clothing,reliancedigital.in,.in,2936,100.0,active,0,100,88,97.6,low,train
PRD-001780,clothing,topbrands.cf,.cf,51,6.99,redirect,5,0,42,11.89,high,train
PRD-001781,clothing,reliancedigital.in,.in,3150,100.0,active,0,100,88,97.6,low,train
PRD-001782,clothing,ecommerce.shop,.shop,334,45.75,active,2,50,82,54.28,medium,train
PRD-001785,clothing,flipkart.com,.com,2134,100.0,active,0,100,90,98.0,low,train
PRD-001786,clothing,amazon.in,.in,1866,100.0,active,1,100,88,97.6,low,train
PRD-001787,clothing,1mg.com,.com,385,52.74,active,1,100,90,74.37,low,train
PRD-001788,clothing,cromaretail.com,.com,2748,100.0,active,1,100,90,98.0,low,train
PRD-001789,clothing,shopkart-india.store,.store,61,8.36,active,1,100,82,50.58,medium,train
PRD-001790,clothing,myntra.com,.com,2009,100.0,active,0,100,90,98.0,low,train
PRD-001791,clothing,1mg.com,.com,3801,100.0,active,1,100,90,98.0,low,train
PRD-001792,clothing,healthkart.com,.com,1886,100.0,active,0,100,90,98.0,low,train
PRD-001793,clothing,meesho.com,.com,2996,100.0,active,1,100,90,98.0,low,train
PRD-001794,clothing,reliancedigital.in,.in,1905,100.0,active,1,100,88,97.6,low,train
PRD-001795,clothing,dealstoday.space,.space,400,54.79,active,2,50,60,54.4,medium,train
PRD-001796,clothing,brandshop.fun,.fun,106,14.52,active,1,100,55,48.26,medium,train
PRD-001801,clothing,buynow365.store,.store,255,34.93,active,1,100,82,63.87,medium,train
PRD-001802,clothing,purplle.com,.com,3517,100.0,active,1,100,90,98.0,low,train
PRD-001803,clothing,amazon.in,.in,1539,100.0,active,1,100,88,97.6,low,train
PRD-001804,clothing,meesho.com,.com,1320,100.0,active,1,100,90,98.0,low,train
PRD-001805,clothing,priceburn.xyz,.xyz,451,61.78,active,2,50,50,55.89,medium,train
PRD-001807,clothing,netmeds.com,.com,2638,100.0,active,0,100,90,98.0,low,train
PRD-001808,clothing,1mg.com,.com,1701,100.0,active,1,100,90,98.0,low,train
PRD-001810,clothing,originaldeal.cc,.cc,482,66.03,active,2,50,55,59.01,medium,train
PRD-001811,clothing,snapdeal.com,.com,3069,100.0,active,1,100,90,98.0,low,train
PRD-001812,clothing,purplle.com,.com,3454,100.0,active,1,100,90,98.0,low,train
PRD-001813,clothing,mybrand.site,.site,327,44.79,active,2,50,65,50.4,medium,train
PRD-001814,clothing,bestbuys.digital,.digital,224,30.68,active,1,100,78,60.94,medium,train
PRD-001815,clothing,snapdeal.com,.com,3256,100.0,active,1,100,90,98.0,low,train
PRD-001816,clothing,shopindia.live,.live,222,30.41,active,1,100,62,57.61,medium,train
