product_id,category,domain_name,tld,domain_age_days,rdap_age_score,dns_status,dns_redirect_hops,dns_health_score,tld_risk_score,composite_trust_score,risk_category,split
PRD-001062,electronics,dealstoday.space,.space,57,7.81,redirect,4,0,60,15.9,high,train
PRD-001063,electronics,netmeds.com,.com,2674,100.0,active,0,100,90,98.0,low,train
PRD-001064,electronics,indiabuys.co,.co,128,17.53,active,1,100,85,55.77,medium,train
PRD-001065,electronics,cheapmeds.xyz,.xyz,118,16.16,redirect,5,0,50,18.08,high,val
PRD-001066,electronics,megadiscount.ga,.ga,53,7.26,redirect,2,0,42,12.03,high,train
PRD-001067,electronics,myntra.com,.com,3839,100.0,active,1,100,90,98.0,low,val
PRD-001068,electronics,indiadeals.ws,.ws,84,11.51,partial,5,0,70,19.75,high,train
PRD-001069,electronics,purplle.com,.com,2682,100.0,active,0,100,90,98.0,low,train
PRD-001070,electronics,discountshop.top,.top,11,1.51,partial,3,0,52,11.15,high,train
PRD-001071,electronics,discountshop.top,.top,104,14.25,redirect,3,0,52,17.52,high,train
PRD-001072,electronics,topdeals.co,.co,202,27.67,active,1,100,85,60.84,medium,train
PRD-001073,electronics,topdeals.co,.co,196,26.85,active,2,50,85,45.42,medium,train
PRD-001074,electronics,indiadeals.ws,.ws,56,7.67,partial,4,0,70,17.84,high,train
PRD-001075,electronics,reliancedigital.in,.in,498,68.22,active,0,100,88,81.71,low,train
PRD-001076,electronics,mybrand.site,.site,159,21.78,active,1,100,65,53.89,medium,test
PRD-001077,electronics,tatacliq.com,.com,3226,100.0,active,0,100,90,98.0,low,train
PRD-001078,electronics,brandedgoods.club,.club,61,8.36,redirect,4,0,58,15.78,high,train
PRD-001079,electronics,priceburn.xyz,.xyz,336,46.03,active,1,100,50,63.01,medium,test
PRD-001080,electronics,meesho.com,.com,3012,100.0,active,1,100,90,98.0,low,train
PRD-001081,electronics,suppl-cheap.gq,.gq,282,38.63,active,1,100,40,57.32,medium,train
PRD-001082,electronics,discountshop.top,.top,105,14.38,active,1,100,52,47.59,medium,train
PRD-001083,electronics,cromaretail.com,.com,3824,100.0,active,0,100,90,98.0,low,train
PRD-001084,electronics,indiadeals.ws,.ws,6,0.82,partial,3,0,70,14.41,high,test
PRD-001085,electronics,suppl-cheap.gq,.gq,42,5.75,redirect,5,0,40,10.88,high,train
PRD-001086,electronics,shopfast.vip,.vip,42,5.75,partial,3,0,50,12.88,high,train
PRD-001087,electronics,amazon.in,.in,3232,100.0,active,0,100,88,97.6,low,train
PRD-001088,electronics,topbrands.cf,.cf,416,56.99,active,1,100,42,66.89,medium,train
PRD-001089,electronics,cheapmeds.xyz,.xyz,87,11.92,redirect,5,0,50,15.96,high,test
PRD-001090,electronics,meesho.com,.com,2427,100.0,active,1,100,90,98.0,low,train
PRD-001091,electronics,originaldeal.cc,.cc,7,0.96,redirect,4,0,55,11.48,high,train
PRD-001092,electronics,fastdeal.pw,.pw,67,9.18,redirect,2,0,42,12.99,high,train
PRD-001093,electronics,discountshop.top,.top,7,0.96,partial,4,0,52,10.88,high,val
PRD-001094,electronics,amazon.in,.in,3179,100.0,active,0,100,88,97.6,low,train
PRD-001095,electronics,brandshop.fun,.fun,77,10.55,partial,2,0,55,16.27,high,val
PRD-001096,electronics,topbrands.cf,.cf,85,11.64,redirect,2,0,42,14.22,high,val
PRD-001097,electronics,originaldeal.cc,.cc,413,56.58,active,2,50,55,54.29,medium,train
PRD-001098,electronics,brandedgoods.club,.club,348,47.67,active,2,50,58,50.44,medium,val
PRD-001099,electronics,brandedgoods.club,.club,102,13.97,active,1,100,58,48.59,medium,train
PRD-001100,electronics,brandshop.fun,.fun,37,5.07,partial,2,0,55,13.53,high,test
PRD-001101,electronics,nykaa.com,.com,875,100.0,active,0,100,90,98.0,low,val
PRD-001102,electronics,mybrand.site,.site,61,8.36,active,1,100,65,47.18,medium,train
PRD-001103,electronics,fastdeal.pw,.pw,52,7.12,partial,5,0,42,11.96,high,train
PRD-001104,electronics,shopfast.vip,.vip,66,9.04,partial,5,0,50,14.52,high,train
PRD-001105,electronics,brandedgoods.club,.club,38,5.21,redirect,5,0,58,14.2,high,train
PRD-001106,electronics,bestprice99.tk,.tk,8,1.1,partial,3,0,45,9.55,high,train
PRD-001107,electronics,fastdeal.pw,.pw,416,56.99,active,2,50,42,51.89,medium,train
PRD-001108,electronics,cheapmeds.xyz,.xyz,362,49.59,active,1,100,50,64.79,medium,train
PRD-001109,electronics,brandedgoods.club,.club,448,61.37,active,2,50,58,57.28,medium,train
PRD-001110,electronics,electronicszone.ml,.ml,111,15.21,partial,4,0,40,15.6,high,train
PRD-001111,electronics,brandedgoods.club,.club,69,9.45,redirect,3,0,58,16.33,high,train
PRD-001112,electronics,indiabuys.co,.co,191,26.16,active,2,50,85,45.08,medium,train
PRD-001113,electronics,dealstoday.space,.space,28,3.84,redirect,2,0,60,13.92,high,train
PRD-001114,electronics,brandedgoods.club,.club,46,6.3,partial,4,0,58,14.75,high,train
PRD-001115,electronics,healthkart.com,.com,1641,100.0,active,1,100,90,98.0,low,val
PRD-001116,electronics,snapdeal.com,.com,419,57.4,active,0,100,90,76.7,low,train
PRD-001117,electronics,shopnow24.io,.io,298,40.82,active,1,100,85,67.41,medium,test
PRD-001118,electronics,priceburn.xyz,.xyz,70,9.59,redirect,5,0,50,14.79,high,train
PRD-001119,electronics,shopkart-india.store,.store,185,25.34,active,1,100,82,59.07,medium,train
PRD-001120,electronics,priceburn.xyz,.xyz,45,6.16,partial,5,0,50,13.08,high,val
PRD-001121,electronics,brandedgoods.club,.club,113,15.48,active,1,100,58,49.34,medium,val
PRD-001122,electronics,brandedgoods.club,.club,318,43.56,active,1,100,58,63.38,medium,val
PRD-001123,electronics,fastdeal.pw,.pw,392,53.7,active,1,100,42,65.25,medium,train
PRD-001124,electronics,discountshop.top,.top,118,16.16,redirect,3,0,52,18.48,high,train
PRD-001125,electronics,suppl-cheap.gq,.gq,7,0.96,partial,2,0,40,8.48,high,val
PRD-001126,electronics,snapdeal.com,.com,2595,100.0,active,0,100,90,98.0,low,train
PRD-001127,electronics,buynow365.store,.store,331,45.34,active,1,100,82,69.07,medium,test
PRD-001128,electronics,topbrands.cf,.cf,398,54.52,active,1,100,42,65.66,medium,train
PRD-001129,electronics,megadiscount.ga,.ga,94,12.88,partial,4,0,42,14.84,high,test
PRD-001130,electronics,dealstoday.space,.space,231,31.64,active,1,100,60,57.82,medium,train
PRD-001131,electronics,shopindia.live,.live,289,39.59,active,2,50,62,47.19,medium,test
PRD-001132,electronics,cheapmeds.xyz,.xyz,38,5.21,redirect,3,0,50,12.6,high,train
PRD-001133,electronics,topbrands.cf,.cf,31,4.25,partial,2,0,42,10.52,high,train
PRD-001134,electronics,myshopindia.online,.online,267,36.58,active,0,100,80,64.29,medium,val
PRD-001135,electronics,indiadeals.ws,.ws,74,10.14,partial,2,0,70,19.07,high,train
PRD-001136,electronics,topdeals.co,.co,115,15.75,active,0,100,85,54.88,medium,val
PRD-001137,electronics,flipkart.com,.com,1164,100.0,active,0,100,90,98.0,low,train
PRD-001138,electronics,megadiscount.ga,.ga,272,37.26,active,1,100,42,57.03,medium,train
PRD-001139,electronics,fastdeal.pw,.pw,409,56.03,active,1,100,42,66.41,medium,train
PRD-001140,electronics,1mg.com,.com,1569,100.0,active,1,100,90,98.0,low,train
PRD-001141,electronics,amazon.in,.in,3921,100.0,active,0,100,88,97.6,low,val
PRD-001142,electronics,cromaretail.com,.com,3441,100.0,active,0,100,90,98.0,low,train
PRD-001143,electronics,meesho.com,.com,602,82.47,active,1,100,90,89.23,low,test
PRD-001144,electronics,indiadeals.ws,.ws,95,13.01,partial,4,0,70,20.51,high,val
PRD-001145,electronics,priceburn.xyz,.xyz,92,12.6,partial,5,0,50,16.3,high,train
PRD-001146,electronics,brandshop.io,.io,97,13.29,active,0,100,85,53.64,medium,train
PRD-001147,electronics,dealstoday.space,.space,33,4.52,partial,5,0,60,14.26,high,train
PRD-001148,electronics,cheapmeds.xyz,.xyz,413,56.58,active,2,50,50,53.29,medium,test
PRD-001149,electronics,indiabuys.co,.co,263,36.03,active,2,50,85,50.01,medium,train
PRD-001150,electronics,megadiscount.ga,.ga,311,42.6,active,1,100,42,59.7,medium,train
PRD-001151,electronics,nykaa.com,.com,1969,100.0,active,0,100,90,98.0,low,test
PRD-001152,electronics,bestbuys.digital,.digital,278,38.08,active,0,100,78,64.64,medium,train
PRD-001153,electronics,indiadeals.ws,.ws,310,42.47,active,1,100,70,65.23,medium,train
PRD-001154,electronics,meesho.com,.com,1112,100.0,active,0,100,90,98.0,low,train
PRD-001155,electronics,discountshop.top,.top,32,4.38,redirect,2,0,52,12.59,high,val
PRD-001156,electronics,indiadeals.ws,.ws,388,53.15,active,2,50,70,55.58,medium,test
PRD-001157,electronics,priceburn.xyz,.xyz,117,16.03,partial,5,0,50,18.01,high,train
PRD-001158,electronics,indiadeals.ws,.ws,14,1.92,partial,2,0,70,14.96,high,test
PRD-001159,electronics,discountshop.top,.top,444,60.82,active,2,50,52,55.81,medium,train
PRD-001160,electronics,bestprice99.tk,.tk,58,7.95,partial,4,0,45,12.97,high,train
PRD-001161,electronics,netmeds.com,.com,2224,100.0,active,1,100,90,98.0,low,train
PRD-001162,electronics,electronicszone.ml,.ml,115,15.75,partial,3,0,40,15.88,high,train
PRD-001163,electronics,discountshop.top,.top,36,4.93,partial,3,0,52,12.87,high,train
PRD-001164,electronics,discountshop.top,.top,18,2.47,partial,4,0,52,11.63,high,train
PRD-001165,electronics,fastdeal.pw,.pw,29,3.97,partial,4,0,42,10.39,high,train
PRD-001166,electronics,megadiscount.ga,.ga,18,2.47,partial,4,0,42,9.63,high,train
PRD-001167,electronics,meesho.com,.com,1207,100.0,active,1,100,90,98.0,low,train
PRD-001168,electronics,brandshop.fun,.fun,119,16.3,partial,5,0,55,19.15,high,test
PRD-001169,electronics,topbrands.cf,.cf,316,43.29,active,1,100,42,60.04,medium,val
PRD-001170,electronics,discountshop.top,.top,246,33.7,active,2,50,52,42.25,medium,train
PRD-001171,electronics,myntra.com,.com,2531,100.0,active,1,100,90,98.0,low,train
PRD-001172,electronics,buybest.biz,.biz,335,45.89,active,1,100,72,67.35,medium,train
PRD-001173,electronics,megadiscount.ga,.ga,344,47.12,active,2,50,42,46.96,medium,train
PRD-001174,electronics,discountshop.top,.top,180,24.66,active,1,100,52,52.73,medium,train
PRD-001175,electronics,mybrand.site,.site,330,45.21,active,1,100,65,65.6,medium,train
PRD-001176,electronics,priceburn.xyz,.xyz,119,16.3,partial,5,0,50,18.15,high,test
PRD-001177,electronics,dealstoday.space,.space,33,4.52,redirect,3,0,60,14.26,high,test
PRD-001178,electronics,snapdeal.com,.com,3480,100.0,active,1,100,90,98.0,low,train
PRD-001179,electronics,ecommerce.shop,.shop,194,26.58,active,0,100,82,59.69,medium,train
PRD-001180,electronics,shopnow24.io,.io,278,38.08,active,1,100,85,66.04,medium,train
PRD-001181,electronics,ajio.com,.com,2140,100.0,active,0,100,90,98.0,low,train
PRD-001182,electronics,dealzone.info,.info,162,22.19,active,1,100,75,56.1,medium,train
PRD-001183,electronics,cultfit.com,.com,1956,100.0,active,0,100,90,98.0,low,test
PRD-001184,electronics,fastdeal.pw,.pw,32,4.38,redirect,5,0,42,10.59,high,test
PRD-001185,electronics,megadiscount.ga,.ga,55,7.53,redirect,4,0,42,12.17,high,train
PRD-001186,electronics,fastdeal.pw,.pw,377,51.64,active,1,100,42,64.22,medium,train
PRD-001187,electronics,nykaa.com,.com,2756,100.0,active,1,100,90,98.0,low,train
PRD-001188,electronics,suppl-cheap.gq,.gq,29,3.97,redirect,3,0,40,9.99,high,train
PRD-001189,electronics,bestprice99.tk,.tk,97,13.29,partial,2,0,45,15.64,high,train
PRD-001190,electronics,electronicszone.ml,.ml,376,51.51,active,1,100,40,63.75,medium,train
PRD-001191,electronics,fastdeal.pw,.pw,25,3.42,partial,2,0,42,10.11,high,train
PRD-001192,electronics,ecommerce.shop,.shop,305,41.78,active,2,50,82,52.29,medium,train
PRD-001193,electronics,shopfast.vip,.vip,52,7.12,partial,4,0,50,13.56,high,train
PRD-001194,electronics,electronicszone.ml,.ml,29,3.97,redirect,4,0,40,9.99,high,train
PRD-001195,electronics,shopkart-india.store,.store,214,29.32,active,0,100,82,61.06,medium,test
PRD-001196,electronics,electronicszone.ml,.ml,86,11.78,partial,5,0,40,13.89,high,test
PRD-001197,electronics,discountshop.top,.top,33,4.52,redirect,2,0,52,12.66,high,val
PRD-001198,electronics,originaldeal.cc,.cc,54,7.4,partial,3,0,55,14.7,high,train
PRD-001199,electronics,mybrand.site,.site,320,43.84,active,1,100,65,64.92,medium,train
PRD-001200,electronics,dealstoday.space,.space,300,41.1,active,2,50,60,47.55,medium,train
PRD-001201,electronics,priceburn.xyz,.xyz,107,14.66,partial,3,0,50,17.33,high,test
PRD-001202,electronics,suppl-cheap.gq,.gq,387,53.01,active,1,100,40,64.51,medium,test
PRD-001203,electronics,cheapmeds.xyz,.xyz,51,6.99,partial,2,0,50,13.49,high,train
PRD-001204,electronics,brandshop.fun,.fun,31,4.25,redirect,5,0,55,13.12,high,train
PRD-001205,electronics,netmeds.com,.com,2465,100.0,active,1,100,90,98.0,low,val
PRD-001206,electronics,dealspoint.tech,.tech,285,39.04,active,1,100,80,65.52,medium,val
PRD-001207,electronics,cheapmeds.xyz,.xyz,367,50.27,active,1,100,50,65.14,medium,train
PRD-001208,electronics,flipkart.com,.com,1889,100.0,active,0,100,90,98.0,low,train
PRD-001209,electronics,shopindia.live,.live,175,23.97,active,0,100,62,54.39,medium,train
PRD-001210,electronics,topbrands.cf,.cf,181,24.79,active,1,100,42,50.8,medium,train
PRD-001211,electronics,bestprice99.tk,.tk,63,8.63,partial,2,0,45,13.32,high,train
PRD-001212,electronics,shopindia.live,.live,297,40.68,active,0,100,62,62.74,medium,train
PRD-001213,electronics,dealstoday.space,.space,452,61.92,active,2,50,60,57.96,medium,train
PRD-001214,electronics,purplle.com,.com,1114,100.0,active,0,100,90,98.0,low,train
PRD-001215,electronics,electronicszone.ml,.ml,61,8.36,partial,4,0,40,12.18,high,train
PRD-001216,electronics,electronicszone.ml,.ml,116,15.89,redirect,5,0,40,15.95,high,train
PRD-001217,electronics,bestbuys.digital,.digital,246,33.7,active,1,100,78,62.45,medium,train
PRD-001218,electronics,originaldeal.cc,.cc,75,10.27,redirect,3,0,55,16.14,high,train
PRD-001219,electronics,indiadeals.ws,.ws,23,3.15,partial,3,0,70,15.58,high,train
PRD-001220,electronics,megadiscount.ga,.ga,115,15.75,partial,3,0,42,16.28,high,test
PRD-001221,electronics,electronicszone.ml,.ml,444,60.82,active,1,100,40,68.41,medium,train
PRD-001222,electronics,bestprice99.tk,.tk,67,9.18,partial,3,0,45,13.59,high,train
PRD-001223,electronics,flipkart.com,.com,796,100.0,active,1,100,90,98.0,low,test
PRD-001224,electronics,bestprice99.tk,.tk,275,37.67,active,2,50,45,42.84,medium,train
PRD-001225,electronics,brandshop.fun,.fun,93,12.74,partial,2,0,55,17.37,high,val
PRD-001226,electronics,buybest.biz,.biz,201,27.53,active,0,100,72,58.17,medium,val
PRD-001227,electronics,1mg.com,.com,3831,100.0,active,1,100,90,98.0,low,train
PRD-001228,electronics,buynow365.store,.store,259,35.48,active,1,100,82,64.14,medium,test
PRD-001229,electronics,tatacliq.com,.com,531,72.74,active,1,100,90,84.37,low,train
PRD-001230,electronics,buynow365.store,.store,60,8.22,active,1,100,82,50.51,medium,train
PRD-001231,electronics,shopindia.live,.live,263,36.03,active,0,100,62,60.41,medium,train
PRD-001232,electronics,amazon.in,.in,2421,100.0,active,0,100,88,97.6,low,val
PRD-001233,electronics,megadiscount.ga,.ga,81,11.1,redirect,4,0,42,13.95,high,train
PRD-001234,electronics,bestprice99.tk,.tk,53,7.26,partial,4,0,45,12.63,high,val
PRD-001235,electronics,indiabuys.co,.co,223,30.55,active,2,50,85,47.27,medium,val
PRD-001236,electronics,dealstoday.space,.space,169,23.15,active,1,100,60,53.58,medium,test
PRD-001237,electronics,topdeals.co,.co,289,39.59,active,1,100,85,66.79,medium,train
PRD-001238,electronics,dealzone.info,.info,148,20.27,active,0,100,75,55.14,medium,train
PRD-001239,electronics,priceburn.xyz,.xyz,74,10.14,partial,3,0,50,15.07,high,test
PRD-001240,electronics,brandshop.fun,.fun,44,6.03,redirect,2,0,55,14.01,high,test
PRD-001241,electronics,topbrands.cf,.cf,111,15.21,redirect,3,0,42,16.0,high,train
PRD-001242,electronics,indiadeals.ws,.ws,245,33.56,active,1,100,70,60.78,medium,train
PRD-001243,electronics,ecommerce.shop,.shop,267,36.58,active,0,100,82,64.69,medium,train
PRD-001244,electronics,fastdeal.pw,.pw,312,42.74,active,2,50,42,44.77,medium,train
PRD-001245,electronics,shopfast.vip,.vip,287,39.32,active,2,50,50,44.66,medium,val
PRD-001246,electronics,discountshop.top,.top,402,55.07,active,1,100,52,67.93,medium,train
PRD-001247,electronics,netmeds.com,.com,3149,100.0,active,0,100,90,98.0,low,train
PRD-001248,electronics,priceburn.xyz,.xyz,456,62.47,active,2,50,50,56.23,medium,train
PRD-001249,electronics,cheapmeds.xyz,.xyz,53,7.26,redirect,2,0,50,13.63,high,train
PRD-001250,electronics,indiadeals.ws,.ws,358,49.04,active,2,50,70,53.52,medium,val
PRD-001251,electronics,cheapmeds.xyz,.xyz,183,25.07,active,1,100,50,52.53,medium,train
PRD-001252,electronics,reliancedigital.in,.in,2251,100.0,active,0,100,88,97.6,low,train
PRD-001253,electronics,shopindia.live,.live,194,26.58,active,0,100,62,55.69,medium,train
PRD-001254,electronics,cheapmeds.xyz,.xyz,187,25.62,active,1,100,50,52.81,medium,train
PRD-001255,electronics,buybest.biz,.biz,262,35.89,active,2,50,72,47.35,medium,train
PRD-001256,electronics,electronicszone.ml,.ml,439,60.14,active,2,50,40,53.07,medium,val
PRD-001257,electronics,priceburn.xyz,.xyz,138,18.9,active,1,100,50,49.45,medium,train
PRD-001258,electronics,dealzone.info,.info,202,27.67,active,1,100,75,58.84,medium,train
PRD-001259,electronics,priceburn.xyz,.xyz,153,20.96,active,1,100,50,50.48,medium,val
PRD-001260,electronics,discountshop.top,.top,94,12.88,redirect,3,0,52,16.84,high,train
PRD-001261,electronics,brandshop.fun,.fun,94,12.88,redirect,5,0,55,17.44,high,train
PRD-001262,electronics,shopfast.vip,.vip,286,39.18,active,1,100,50,59.59,medium,test
PRD-001263,electronics,priceburn.xyz,.xyz,230,31.51,active,1,100,50,55.75,medium,train
PRD-001264,electronics,electronicszone.ml,.ml,33,4.52,partial,5,0,40,10.26,high,train
PRD-001265,electronics,indiadeals.ws,.ws,197,26.99,active,2,50,70,42.49,medium,test
PRD-001266,electronics,bestprice99.tk,.tk,8,1.1,partial,5,0,45,9.55,high,train
PRD-001267,electronics,brandshop.fun,.fun,87,11.92,partial,4,0,55,16.96,high,test
PRD-001268,electronics,indiabuys.co,.co,176,24.11,active,1,100,85,59.05,medium,test
PRD-001269,electronics,shopfast.vip,.vip,287,39.32,active,1,100,50,59.66,medium,train
PRD-001270,electronics,electronicszone.ml,.ml,75,10.27,redirect,3,0,40,13.14,high,train
PRD-001271,electronics,electronicszone.ml,.ml,42,5.75,redirect,3,0,40,10.88,high,train
PRD-001272,electronics,myshopindia.online,.online,315,43.15,active,0,100,80,67.58,medium,train
PRD-001273,electronics,bestbuys.digital,.digital,323,44.25,active,1,100,78,67.72,medium,val
PRD-001274,electronics,megadiscount.ga,.ga,276,37.81,active,1,100,42,57.3,medium,train
PRD-001275,electronics,brandedgoods.club,.club,68,9.32,redirect,2,0,58,16.26,high,train
PRD-001276,electronics,electronicszone.ml,.ml,21,2.88,redirect,3,0,40,9.44,high,val
PRD-001277,electronics,suppl-cheap.gq,.gq,29,3.97,redirect,3,0,40,9.99,high,train
PRD-001278,electronics,dealstoday.space,.space,38,5.21,partial,5,0,60,14.6,high,train
PRD-001279,electronics,shopfast.vip,.vip,64,8.77,redirect,5,0,50,14.38,high,train
PRD-001280,electronics,topbrands.cf,.cf,63,8.63,partial,2,0,42,12.72,high,train
PRD-001281,electronics,electronicszone.ml,.ml,94,12.88,partial,3,0,40,14.44,high,train
PRD-001282,electronics,originaldeal.cc,.cc,100,13.7,redirect,3,0,55,17.85,high,test
PRD-001283,electronics,buybest.biz,.biz,181,24.79,active,0,100,72,56.8,medium,test
PRD-001284,electronics,priceburn.xyz,.xyz,60,8.22,redirect,4,0,50,14.11,high,train
PRD-001285,electronics,megadiscount.ga,.ga,48,6.58,redirect,5,0,42,11.69,high,train
PRD-001286,electronics,buynow365.store,.store,72,9.86,active,0,100,82,51.33,medium,train
PRD-001287,electronics,megadiscount.ga,.ga,42,5.75,redirect,4,0,42,11.28,high,val
PRD-001288,electronics,originaldeal.cc,.cc,418,57.26,active,1,100,55,69.63,medium,test
PRD-001289,electronics,discountshop.top,.top,293,40.14,active,2,50,52,45.47,medium,train
PRD-001290,electronics,flipkart.com,.com,479,65.62,active,1,100,90,80.81,low,val
PRD-001291,electronics,buybest.biz,.biz,332,45.48,active,1,100,72,67.14,medium,train
PRD-001292,electronics,bestbuys.digital,.digital,126,17.26,active,1,100,78,54.23,medium,train
PRD-001293,electronics,cheapmeds.xyz,.xyz,88,12.05,partial,3,0,50,16.03,high,train
PRD-001294,electronics,originaldeal.cc,.cc,40,5.48,redirect,5,0,55,13.74,high,train
PRD-001295,electronics,cultfit.com,.com,1622,100.0,active,0,100,90,98.0,low,train
PRD-001296,electronics,cheapmeds.xyz,.xyz,277,37.95,active,2,50,50,43.97,medium,train
PRD-001297,electronics,indiadeals.ws,.ws,99,13.56,redirect,2,0,70,20.78,high,train
PRD-001298,electronics,flipkart.com,.com,557,76.3,active,0,100,90,86.15,low,train
PRD-001299,electronics,buynow365.store,.store,203,27.81,active,0,100,82,60.3,medium,train
PRD-001300,electronics,indiabuys.co,.co,269,36.85,active,0,100,85,65.42,medium,test
PRD-001301,electronics,reliancedigital.in,.in,3809,100.0,active,0,100,88,97.6,low,train
PRD-001302,electronics,snapdeal.com,.com,3239,100.0,active,1,100,90,98.0,low,train
PRD-001303,electronics,megadiscount.ga,.ga,414,56.71,active,2,50,42,51.76,medium,test
PRD-001304,electronics,indiadeals.ws,.ws,216,29.59,active,2,50,70,43.79,medium,train
PRD-001305,electronics,indiadeals.ws,.ws,77,10.55,redirect,5,0,70,19.27,high,test
PRD-001306,electronics,megadiscount.ga,.ga,115,15.75,redirect,5,0,42,16.28,high,train
PRD-001307,electronics,priceburn.xyz,.xyz,15,2.05,redirect,4,0,50,11.03,high,val
PRD-001308,electronics,dealspoint.tech,.tech,208,28.49,active,1,100,80,60.25,medium,train
PRD-001309,electronics,suppl-cheap.gq,.gq,37,5.07,redirect,3,0,40,10.53,high,train
PRD-001310,electronics,fastdeal.pw,.pw,107,14.66,partial,3,0,42,15.73,high,test
PRD-001311,electronics,cheapmeds.xyz,.xyz,431,59.04,active,2,50,50,54.52,medium,train
PRD-001312,electronics,shopfast.vip,.vip,90,12.33,partial,2,0,50,16.16,high,train
PRD-001313,electronics,dealstoday.space,.space,193,26.44,active,2,50,60,40.22,medium,test
PRD-001314,electronics,indiadeals.ws,.ws,68,9.32,partial,4,0,70,18.66,high,train
PRD-001315,electronics,brandshop.fun,.fun,66,9.04,partial,5,0,55,15.52,high,test
PRD-001316,electronics,topbrands.cf,.cf,13,1.78,partial,5,0,42,9.29,high,train
PRD-001317,electronics,fastdeal.pw,.pw,267,36.58,active,1,100,42,56.69,medium,val
PRD-001318,electronics,bestbuys.digital,.digital,141,19.32,active,1,100,78,55.26,medium,train
PRD-001319,electronics,flipkart.com,.com,3534,100.0,active,0,100,90,98.0,low,train
PRD-001320,electronics,priceburn.xyz,.xyz,83,11.37,redirect,2,0,50,15.68,high,train
PRD-001321,electronics,mybrand.site,.site,334,45.75,active,2,50,65,50.88,medium,train
PRD-001322,electronics,cheapmeds.xyz,.xyz,68,9.32,partial,5,0,50,14.66,high,val
PRD-001323,electronics,buynow365.store,.store,210,28.77,active,2,50,82,45.78,medium,train
PRD-001324,electronics,megadiscount.ga,.ga,108,14.79,partial,4,0,42,15.8,high,train
PRD-001325,electronics,brandedgoods.club,.club,113,15.48,partial,3,0,58,19.34,high,train
PRD-001326,electronics,buynow365.store,.store,154,21.1,active,0,100,82,56.95,medium,train
PRD-001327,electronics,snapdeal.com,.com,2877,100.0,active,1,100,90,98.0,low,train
PRD-001328,electronics,electronicszone.ml,.ml,26,3.56,partial,3,0,40,9.78,high,test
PRD-001329,electronics,dealstoday.space,.space,21,2.88,redirect,3,0,60,13.44,high,train
PRD-001330,electronics,discountshop.top,.top,468,64.11,active,2,50,52,57.45,medium,val
PRD-001331,electronics,fastdeal.pw,.pw,62,8.49,redirect,2,0,42,12.65,high,train
PRD-001332,electronics,ajio.com,.com,1293,100.0,active,0,100,90,98.0,low,train
PRD-001333,electronics,bestprice99.tk,.tk,491,67.26,active,2,50,45,57.63,medium,train
PRD-001334,electronics,1mg.com,.com,1689,100.0,active,1,100,90,98.0,low,test
PRD-001335,electronics,tatacliq.com,.com,1593,100.0,active,0,100,90,98.0,low,train
PRD-001336,electronics,shopfast.vip,.vip,67,9.18,redirect,2,0,50,14.59,high,test
PRD-001337,electronics,shopnow24.io,.io,307,42.05,active,1,100,85,68.03,medium,test
PRD-001338,electronics,1mg.com,.com,3181,100.0,active,0,100,90,98.0,low,val
PRD-001339,electronics,meesho.com,.com,1673,100.0,active,0,100,90,98.0,low,train
PRD-001340,electronics,myshopindia.online,.online,320,43.84,active,1,100,80,67.92,medium,train
PRD-001341,electronics,healthkart.com,.com,2894,100.0,active,1,100,90,98.0,low,train
PRD-001342,electronics,priceburn.xyz,.xyz,391,53.56,active,2,50,50,51.78,medium,train
PRD-001343,electronics,discountshop.top,.top,71,9.73,partial,3,0,52,15.26,high,test
PRD-001344,electronics,cromaretail.com,.com,3758,100.0,active,0,100,90,98.0,low,train
PRD-001345,electronics,discountshop.top,.top,80,10.96,partial,2,0,52,15.88,high,train
PRD-001346,electronics,myshopindia.online,.online,90,12.33,active,1,100,80,52.16,medium,test
PRD-001347,electronics,buybest.biz,.biz,262,35.89,active,2,50,72,47.35,medium,train
PRD-001348,electronics,cromaretail.com,.com,902,100.0,active,0,100,90,98.0,low,train
PRD-001349,electronics,bestprice99.tk,.tk,222,30.41,active,1,100,45,54.21,medium,train
PRD-001350,electronics,buybest.biz,.biz,338,46.3,active,2,50,72,52.55,medium,val
PRD-001351,electronics,indiabuys.co,.co,214,29.32,active,0,100,85,61.66,medium,train
PRD-001352,electronics,brandshop.fun,.fun,271,37.12,active,2,50,55,44.56,medium,train
PRD-001353,electronics,buybest.biz,.biz,208,28.49,active,0,100,72,58.65,medium,train
PRD-001354,electronics,megadiscount.ga,.ga,63,8.63,redirect,5,0,42,12.72,high,train
PRD-001355,electronics,megadiscount.ga,.ga,112,15.34,partial,3,0,42,16.07,high,train
PRD-001356,electronics,shopnow24.io,.io,129,17.67,active,0,100,85,55.84,medium,train
PRD-001357,electronics,cromaretail.com,.com,3231,100.0,active,1,100,90,98.0,low,test
PRD-001358,electronics,fastdeal.pw,.pw,7,0.96,redirect,2,0,42,8.88,high,train
PRD-001359,electronics,electronicszone.ml,.ml,10,1.37,redirect,5,0,40,8.68,high,train
PRD-001360,electronics,nykaa.com,.com,565,77.4,active,0,100,90,86.7,low,test
PRD-001361,electronics,purplle.com,.com,2907,100.0,active,1,100,90,98.0,low,val
PRD-001362,electronics,1mg.com,.com,472,64.66,active,1,100,90,80.33,low,train
PRD-001363,electronics,priceburn.xyz,.xyz,288,39.45,active,2,50,50,44.73,medium,val
