product_id,category,product_name,seller_name,seller_verified,seller_rating,listing_age_days,price_inr,category_median_price,price_z_score,img_reverse_match_rate,criteria_met,authenticity_label,split
PRD-001566,clothing,Bata Comfit Women's Pumps,Croma Retail,1,4.3,329,1995.19,1800,0.361,0.833,0,authentic,train
PRD-001567,clothing,Metro Kitten Heel Sandals,BuyersStation,1,4.2,791,1484.09,1800,-0.585,0.768,0,authentic,train
PRD-001568,clothing,Woodland Leather Casual Shoes,PharmEasy Direct,1,4.2,1366,2477.07,1800,1.254,0.967,0,authentic,train
PRD-001569,clothing,Wrangler Regular Fit Jeans,FlipkartRetail,1,4.8,1089,1639.38,1800,-0.297,0.818,0,authentic,train
PRD-001570,clothing,Jaipur Kurti Embroidered Top,Snapdeal Direct,1,4.1,1269,1543.36,1800,-0.475,0.805,0,authentic,train
PRD-001571,clothing,Nike Air Max 270,RetailNet India,1,4.6,1581,1849.63,1800,0.092,0.826,0,authentic,train
PRD-001572,clothing,Roadster Men's Joggers,HealthKart Direct,1,4.3,538,1969.86,1800,0.315,0.975,1,authentic,train
PRD-001573,clothing,Wrangler Regular Fit Jeans,ShopNow24x7,1,4.1,683,1630.87,1800,-0.313,0.989,1,authentic,val
PRD-001574,clothing,Louis Philippe Business Shirt,PharmEasy Direct,1,4.6,1586,1962.86,1800,0.302,0.923,0,authentic,val
PRD-001575,clothing,Catwalk Stiletto Heels,ShopNow24x7,1,4.5,729,2119.79,1800,0.592,0.849,0,authentic,train
PRD-001576,clothing,Allen Solly Printed T-Shirt,HealthKart Direct,1,4.7,1245,1554.59,1800,-0.454,0.974,0,authentic,train
PRD-001577,clothing,Puma Softride Cruise 2,Vijay Sales,1,4.7,950,1554.77,1800,-0.454,0.926,0,authentic,test
PRD-001578,clothing,Catwalk Stiletto Heels,QuickBazaar,1,4.8,1174,1376.11,1800,-0.785,0.757,0,authentic,test
PRD-001579,clothing,Nike Air Max 270,ShopNow24x7,1,4.5,858,1919.0,1800,0.22,0.792,0,authentic,train
PRD-001580,clothing,Metro Kitten Heel Sandals,HealthKart Direct,1,4.7,518,1462.92,1800,-0.624,0.734,0,authentic,train
PRD-001581,clothing,Puma Softride Cruise 2,RetailNet India,1,4.9,1199,2069.21,1800,0.499,0.927,0,authentic,train
PRD-001582,clothing,Puma Softride Cruise 2,Paytm Mall,1,4.8,396,1599.24,1800,-0.372,0.861,0,authentic,val
PRD-001583,clothing,Libas Silk Blend Saree,Appario Retail,1,4.3,1566,2484.9,1800,1.268,0.787,0,authentic,val
PRD-001584,clothing,Bata Comfit Women's Pumps,TataCliq Direct,1,4.4,195,1381.99,1800,-0.774,0.884,0,authentic,train
PRD-001585,clothing,Nykaa Fashion Saree,GNC India,1,4.9,1511,2277.89,1800,0.885,0.915,0,authentic,train
PRD-001586,clothing,H&M Relaxed Cargo Pants,BuyersStation,1,4.1,716,1640.3,1800,-0.296,0.825,0,authentic,train
PRD-001587,clothing,Skechers Go Walk 6,Nykaa Fashion Official,1,4.2,351,1511.69,1800,-0.534,0.965,0,authentic,train
PRD-001588,clothing,Fabindia Kurta Pajama Set,Cloudtail India,1,4.5,544,2141.59,1800,0.633,0.805,0,authentic,train
PRD-001589,clothing,Louis Philippe Business Shirt,QuickBazaar,1,4.2,1162,2290.55,1800,0.908,0.757,0,authentic,train
PRD-001590,clothing,W Women Straight Kurta,BigBazaar Online,1,4.4,560,1814.68,1800,0.027,0.955,0,authentic,train
PRD-001591,clothing,Nykaa Fashion Saree,Myntra Fashion,1,5.0,1460,1878.55,1800,0.145,0.853,0,authentic,train
PRD-001592,clothing,Rangriti Women Ethnic Dress,BuyersStation,1,5.0,468,1859.8,1800,0.111,0.979,0,authentic,train
PRD-001593,clothing,Reebok Nano X3 Shoes,RetailNet India,1,4.4,987,1732.12,1800,-0.126,0.787,0,authentic,train
PRD-001594,clothing,Raymond Checked Blazer,ShopNow24x7,1,4.9,825,1694.87,1800,-0.195,0.817,1,authentic,train
PRD-001595,clothing,Libas Silk Blend Saree,Appario Retail,1,4.5,1083,1975.49,1800,0.325,0.807,0,authentic,train
PRD-001596,clothing,Rangriti Women Ethnic Dress,FlipkartRetail,1,4.8,1749,1413.96,1800,-0.715,0.84,0,authentic,train
PRD-001597,clothing,Nike Air Max 270,ShopNow24x7,1,4.7,499,2212.93,1800,0.765,0.761,0,authentic,train
PRD-001598,clothing,Nike Air Max 270,Snapdeal Direct,1,4.8,1318,1871.96,1800,0.133,0.737,0,authentic,train
PRD-001599,clothing,Levi's 511 Slim Fit Jeans,Myntra Fashion,1,5.0,815,1658.98,1800,-0.261,0.747,0,authentic,train
PRD-001600,clothing,H&M Relaxed Cargo Pants,HealthKart Direct,1,4.4,1716,2510.57,1800,1.316,0.852,0,authentic,train
PRD-001601,clothing,Levi's 511 Slim Fit Jeans,Nykaa Fashion Official,1,4.5,591,1656.92,1800,-0.265,0.825,0,authentic,train
PRD-001602,clothing,Bata Comfit Women's Pumps,Paytm Mall,1,4.8,1182,1621.61,1800,-0.33,0.864,0,authentic,test
PRD-001603,clothing,Arrow Formal Trousers,FlipkartRetail,1,4.8,867,1781.15,1800,-0.035,0.937,0,authentic,val
PRD-001604,clothing,Global Desi Floral Kurti,Croma Retail,1,4.3,387,1470.25,1800,-0.611,0.799,0,authentic,train
PRD-001605,clothing,Pepe Jeans Slim Tapered,BigBazaar Online,1,4.9,219,1656.15,1800,-0.266,0.765,0,authentic,train
PRD-001606,clothing,Levi's 511 Slim Fit Jeans,FlipkartRetail,1,4.6,1577,1437.32,1800,-0.672,0.928,0,authentic,val
PRD-001607,clothing,Raymond Checked Blazer,Vijay Sales,1,4.5,432,1657.72,1800,-0.263,0.962,1,authentic,train
PRD-001608,clothing,Woodland Leather Casual Shoes,Reliance Digital Online,1,4.3,447,2290.3,1800,0.908,0.728,1,authentic,val
PRD-001609,clothing,Biba Women Anarkali Kurta,ShopNow24x7,1,4.2,693,2482.3,1800,1.264,0.718,1,authentic,val
PRD-001610,clothing,Levi's 511 Slim Fit Jeans,RetailNet India,1,4.9,1788,1376.28,1800,-0.785,0.907,0,authentic,train
PRD-001611,clothing,Nykaa Fashion Saree,ShopNow24x7,1,4.8,1262,1517.76,1800,-0.523,0.822,0,authentic,val
PRD-001612,clothing,Global Desi Floral Kurti,Appario Retail,1,5.0,281,1982.8,1800,0.339,0.897,0,authentic,train
PRD-001613,clothing,Khadim's Block Heel Sandals,Reliance Digital Online,1,4.4,634,2121.43,1800,0.595,0.78,0,authentic,train
PRD-001614,clothing,Fabindia Kurta Pajama Set,Croma Retail,1,4.1,1136,1496.1,1800,-0.563,0.886,0,authentic,train
PRD-001615,clothing,Jaipur Kurti Embroidered Top,Nykaa Fashion Official,1,4.4,1080,1411.78,1800,-0.719,0.879,0,authentic,train
PRD-001616,clothing,Raymond Checked Blazer,RetailNet India,1,4.7,1151,1812.61,1800,0.023,0.981,0,authentic,train
PRD-001617,clothing,Fabindia Kurta Pajama Set,Reliance Digital Online,1,4.7,654,1501.8,1800,-0.552,0.953,0,authentic,test
PRD-001618,clothing,Jaipur Kurti Embroidered Top,Cloudtail India,1,4.7,715,2269.42,1800,0.869,0.86,1,authentic,train
PRD-001619,clothing,H&M Relaxed Cargo Pants,HealthKart Direct,1,4.4,1341,1884.68,1800,0.157,0.959,0,authentic,train
PRD-001620,clothing,Catwalk Stiletto Heels,HealthKart Direct,1,4.8,341,1357.86,1800,-0.819,0.762,0,authentic,train
PRD-001621,clothing,Arrow Formal Trousers,Appario Retail,1,4.8,391,1523.73,1800,-0.512,0.818,0,authentic,train
PRD-001622,clothing,H&M Relaxed Cargo Pants,Myntra Fashion,1,4.2,1412,2282.61,1800,0.894,0.833,0,authentic,train
PRD-001623,clothing,Nykaa Fashion Saree,Myntra Fashion,1,4.3,720,1915.23,1800,0.213,0.977,0,authentic,val
PRD-001624,clothing,Wrangler Regular Fit Jeans,PharmEasy Direct,1,4.5,1689,1705.89,1800,-0.174,0.927,0,authentic,train
PRD-001625,clothing,Adidas Ultraboost 22,Croma Retail,1,4.9,1599,1579.13,1800,-0.409,0.76,0,authentic,test
PRD-001626,clothing,Global Desi Floral Kurti,BuyersStation,1,4.2,1050,1524.24,1800,-0.511,0.751,0,authentic,train
PRD-001627,clothing,Global Desi Floral Kurti,PharmEasy Direct,1,4.6,453,1809.83,1800,0.018,0.794,0,authentic,train
PRD-001628,clothing,Nike Air Max 270,FlipkartRetail,1,4.3,359,1737.7,1800,-0.115,0.755,0,authentic,train
PRD-001629,clothing,Biba Women Anarkali Kurta,Appario Retail,1,4.9,279,1461.48,1800,-0.627,0.789,0,authentic,val
PRD-001630,clothing,Van Heusen Slim Fit Chinos,Vijay Sales,1,4.9,932,1585.6,1800,-0.397,0.746,0,authentic,val
PRD-001631,clothing,Roadster Men's Joggers,ShopNow24x7,1,4.7,426,2067.55,1800,0.495,0.773,0,authentic,train
PRD-001632,clothing,Biba Women Anarkali Kurta,RetailNet India,1,4.8,1284,2511.1,1800,1.317,0.946,0,authentic,train
PRD-001633,clothing,Peter England Slim Fit Shirt,Appario Retail,1,4.7,1646,1858.15,1800,0.108,0.822,0,authentic,train
PRD-001634,clothing,Levi's 511 Slim Fit Jeans,Meesho Official,1,5.0,781,1986.07,1800,0.345,0.884,0,authentic,test
PRD-001635,clothing,Wrangler Regular Fit Jeans,Myntra Fashion,1,4.9,1598,1547.19,1800,-0.468,0.828,0,authentic,train
PRD-001636,clothing,Bata Comfit Women's Pumps,Myntra Fashion,1,4.4,330,2449.11,1800,1.202,0.951,0,authentic,test
PRD-001637,clothing,Libas Silk Blend Saree,BigBazaar Online,1,4.6,918,1715.77,1800,-0.156,0.78,0,authentic,train
PRD-001638,clothing,Nykaa Fashion Saree,HealthKart Direct,1,4.4,725,1812.44,1800,0.023,0.976,0,authentic,val
PRD-001639,clothing,Nykaa Fashion Saree,BuyersStation,1,4.9,883,2045.32,1800,0.454,0.747,0,authentic,test
PRD-001640,clothing,Adidas Ultraboost 22,Croma Retail,1,4.9,197,2006.32,1800,0.382,0.904,0,authentic,train
PRD-001641,clothing,H&M Relaxed Cargo Pants,GNC India,1,4.9,892,2095.9,1800,0.548,0.776,0,authentic,test
PRD-001642,clothing,Van Heusen Slim Fit Chinos,Myntra Fashion,1,4.3,814,1720.57,1800,-0.147,0.876,0,authentic,train
PRD-001643,clothing,Pepe Jeans Slim Tapered,TataCliq Direct,1,4.1,215,2062.62,1800,0.486,0.789,1,authentic,test
PRD-001644,clothing,Metro Kitten Heel Sandals,Snapdeal Direct,1,4.7,1473,1937.08,1800,0.254,0.98,0,authentic,train
PRD-001645,clothing,Global Desi Floral Kurti,Cloudtail India,1,4.2,1550,1750.31,1800,-0.092,0.897,0,authentic,train
PRD-001646,clothing,Reebok Nano X3 Shoes,Nykaa Fashion Official,1,4.8,721,1785.17,1800,-0.027,0.934,0,authentic,train
PRD-001647,clothing,H&M Relaxed Cargo Pants,Croma Retail,1,4.2,1388,1593.52,1800,-0.382,0.921,0,authentic,test
PRD-001648,clothing,Rangriti Women Ethnic Dress,BigBazaar Online,1,4.4,615,2017.02,1800,0.402,0.754,1,authentic,train
PRD-001649,clothing,Fabindia Kurta Pajama Set,HealthKart Direct,1,4.5,486,1865.08,1800,0.121,0.829,0,authentic,train
PRD-001650,clothing,Aurelia Women Palazzo Set,BigBazaar Online,1,4.8,1294,1769.89,1800,-0.056,0.964,0,authentic,train
PRD-001651,clothing,Roadster Men's Joggers,HealthKart Direct,1,4.6,352,1667.75,1800,-0.245,0.75,0,authentic,train
PRD-001652,clothing,Aurelia Women Palazzo Set,Croma Retail,1,4.6,995,2402.88,1800,1.116,0.987,0,authentic,val
PRD-001653,clothing,Bata Comfit Women's Pumps,TataCliq Direct,1,4.5,1616,2232.65,1800,0.801,0.75,0,authentic,train
PRD-001654,clothing,Nykaa Fashion Saree,Reliance Digital Online,1,4.4,1085,2107.84,1800,0.57,0.9,0,authentic,train
PRD-001655,clothing,Libas Silk Blend Saree,Croma Retail,1,4.5,908,2139.27,1800,0.628,0.806,0,authentic,train
PRD-001656,clothing,Raymond Checked Blazer,GNC India,1,4.7,1799,2008.05,1800,0.385,0.719,0,authentic,train
PRD-001657,clothing,Puma Softride Cruise 2,TataCliq Direct,1,4.5,1001,2130.84,1800,0.613,0.989,0,authentic,train
PRD-001658,clothing,Adidas Ultraboost 22,QuickBazaar,1,4.9,1132,2031.33,1800,0.428,0.861,0,authentic,train
PRD-001659,clothing,Libas Silk Blend Saree,Reliance Digital Online,1,4.4,1560,2394.78,1800,1.101,0.901,0,authentic,train
PRD-001660,clothing,Fabindia Kurta Pajama Set,Cloudtail India,1,4.8,274,1376.83,1800,-0.784,0.934,1,authentic,val
PRD-001661,clothing,Louis Philippe Business Shirt,Myntra Fashion,1,4.9,1024,2086.05,1800,0.53,0.982,0,authentic,val
PRD-001662,clothing,Aurelia Women Palazzo Set,Myntra Fashion,1,4.2,706,2374.89,1800,1.065,0.76,0,authentic,train
PRD-001663,clothing,Wrangler Regular Fit Jeans,PharmEasy Direct,1,4.5,969,2286.92,1800,0.902,0.766,0,authentic,train
PRD-001664,clothing,Biba Women Anarkali Kurta,TataCliq Direct,1,4.3,1573,2454.12,1800,1.211,0.776,1,authentic,train
PRD-001665,clothing,Pepe Jeans Slim Tapered,RetailNet India,1,4.8,613,2493.29,1800,1.284,0.903,0,authentic,test
PRD-001666,clothing,Woodland Leather Casual Shoes,Nykaa Fashion Official,1,4.3,1537,1350.81,1800,-0.832,0.91,0,authentic,train
PRD-001667,clothing,Biba Women Anarkali Kurta,BigBazaar Online,1,4.5,625,1895.73,1800,0.177,0.772,0,authentic,val
PRD-001668,clothing,Biba Women Anarkali Kurta,BuyersStation,1,4.8,243,2495.3,1800,1.288,0.953,1,authentic,train
PRD-001669,clothing,Global Desi Floral Kurti,TataCliq Direct,1,4.8,1365,1836.45,1800,0.068,0.931,0,authentic,test
PRD-001670,clothing,Rangriti Women Ethnic Dress,Meesho Official,1,4.8,1422,2182.5,1800,0.708,0.772,0,authentic,test
PRD-001671,clothing,Woodland Leather Casual Shoes,Meesho Official,1,4.6,1663,2231.22,1800,0.799,0.912,0,authentic,train
PRD-001672,clothing,Biba Women Anarkali Kurta,BuyersStation,1,4.5,1381,2417.04,1800,1.143,0.899,0,authentic,train
PRD-001673,clothing,Nykaa Fashion Saree,QuickBazaar,1,4.6,1009,2359.56,1800,1.036,0.91,0,authentic,train
PRD-001674,clothing,Van Heusen Slim Fit Chinos,Myntra Fashion,1,4.9,671,2323.06,1800,0.969,0.976,0,authentic,train
PRD-001675,clothing,Levi's 511 Slim Fit Jeans,Meesho Official,1,4.2,789,1529.05,1800,-0.502,0.731,0,authentic,test
PRD-001676,clothing,Nykaa Fashion Saree,Vijay Sales,1,4.6,887,2235.07,1800,0.806,0.978,0,authentic,train
PRD-001677,clothing,Nike Air Max 270,Myntra Fashion,1,4.6,984,1812.1,1800,0.022,0.834,0,authentic,train
PRD-001678,clothing,Libas Silk Blend Saree,Meesho Official,1,4.5,1118,1747.77,1800,-0.097,0.731,0,authentic,train
PRD-001679,clothing,Global Desi Floral Kurti,Paytm Mall,1,4.2,192,1570.54,1800,-0.425,0.844,0,authentic,val
PRD-001680,clothing,Catwalk Stiletto Heels,PharmEasy Direct,1,4.1,1242,2278.34,1800,0.886,0.81,0,authentic,train
PRD-001681,clothing,Levi's 511 Slim Fit Jeans,PharmEasy Direct,1,4.3,329,2510.01,1800,1.315,0.963,0,authentic,train
PRD-001682,clothing,Fabindia Kurta Pajama Set,RetailNet India,1,4.7,802,1863.86,1800,0.118,0.981,0,authentic,train
PRD-001683,clothing,Libas Silk Blend Saree,Appario Retail,1,4.9,282,2149.72,1800,0.648,0.707,0,authentic,val
PRD-001684,clothing,W Women Straight Kurta,ShopNow24x7,1,4.6,828,2450.13,1800,1.204,0.886,0,authentic,train
PRD-001685,clothing,Metro Kitten Heel Sandals,TataCliq Direct,1,4.9,650,2341.57,1800,1.003,0.978,0,authentic,test
PRD-001686,clothing,Pepe Jeans Slim Tapered,Reliance Digital Online,1,4.3,1758,1942.29,1800,0.263,0.93,0,authentic,test
PRD-001687,clothing,Skechers Go Walk 6,TataCliq Direct,1,4.9,1101,2419.11,1800,1.147,0.806,0,authentic,train
PRD-001688,clothing,Jaipur Kurti Embroidered Top,ShopNow24x7,1,4.1,1653,2262.97,1800,0.857,0.817,0,authentic,train
PRD-001689,clothing,Catwalk Stiletto Heels,FlipkartRetail,1,4.7,987,2170.98,1800,0.687,0.946,0,authentic,train
PRD-001690,clothing,Wrangler Regular Fit Jeans,BigBazaar Online,1,4.6,1402,2330.0,1800,0.981,0.925,0,authentic,train
PRD-001691,clothing,Wrangler Regular Fit Jeans,PharmEasy Direct,1,4.5,548,2306.29,1800,0.938,0.859,0,authentic,train
PRD-001692,clothing,Rangriti Women Ethnic Dress,Paytm Mall,1,4.6,1537,2427.54,1800,1.162,0.792,0,authentic,train
PRD-001693,clothing,Jaipur Kurti Embroidered Top,Nykaa Fashion Official,1,4.9,1375,2276.68,1800,0.883,0.717,0,authentic,val
PRD-001694,clothing,Skechers Go Walk 6,Croma Retail,1,4.4,488,2049.86,1800,0.463,0.972,0,authentic,train
PRD-001695,clothing,Reebok Nano X3 Shoes,Myntra Fashion,1,5.0,360,2278.94,1800,0.887,0.765,0,authentic,train
PRD-001696,clothing,H&M Relaxed Cargo Pants,QuickBazaar,1,4.4,1085,2209.85,1800,0.759,0.892,0,authentic,val
PRD-001697,clothing,Wrangler Regular Fit Jeans,QuickBazaar,1,4.9,556,2488.48,1800,1.275,0.823,0,authentic,train
PRD-001698,clothing,Khadim's Block Heel Sandals,Myntra Fashion,1,4.4,1510,2280.93,1800,0.891,0.763,0,authentic,train
PRD-001699,clothing,Rangriti Women Ethnic Dress,TataCliq Direct,1,5.0,1235,1361.39,1800,-0.812,0.884,0,authentic,train
PRD-001700,clothing,Pepe Jeans Slim Tapered,Nykaa Fashion Official,1,4.3,1313,2033.23,1800,0.432,0.877,0,authentic,train
PRD-001701,clothing,Van Heusen Slim Fit Chinos,TataCliq Direct,1,4.8,271,1367.73,1800,-0.8,0.905,1,authentic,train
PRD-001702,clothing,Peter England Slim Fit Shirt,Nykaa Fashion Official,1,4.5,921,1982.64,1800,0.338,0.944,0,authentic,test
PRD-001703,clothing,Nike Air Max 270,GNC India,1,4.8,1185,2088.31,1800,0.534,0.945,0,authentic,train
PRD-001704,clothing,Bata Comfit Women's Pumps,FlipkartRetail,1,4.5,1793,2155.04,1800,0.657,0.908,0,authentic,train
PRD-001705,clothing,Libas Silk Blend Saree,PharmEasy Direct,1,4.3,910,2166.59,1800,0.679,0.916,0,authentic,train
PRD-001706,clothing,Raymond Checked Blazer,Reliance Digital Online,1,4.4,729,1836.21,1800,0.067,0.956,0,authentic,train
PRD-001707,clothing,Bata Comfit Women's Pumps,Reliance Digital Online,1,4.4,401,2006.29,1800,0.382,0.727,1,authentic,train
PRD-001708,clothing,Pepe Jeans Slim Tapered,ShopNow24x7,1,4.9,1051,2505.61,1800,1.307,0.777,0,authentic,train
PRD-001709,clothing,Nike Air Max 270,Cloudtail India,1,4.3,571,2467.2,1800,1.236,0.84,0,authentic,train
PRD-001710,clothing,Aurelia Women Palazzo Set,Paytm Mall,1,4.7,1192,2156.77,1800,0.661,0.868,0,authentic,val
PRD-001711,clothing,Puma Softride Cruise 2,BigBazaar Online,1,4.4,708,1577.83,1800,-0.411,0.98,0,authentic,train
PRD-001712,clothing,Khadim's Block Heel Sandals,Appario Retail,1,4.1,1545,1852.16,1800,0.097,0.736,0,authentic,test
PRD-001713,clothing,Raymond Checked Blazer,BigBazaar Online,1,4.4,1135,1750.0,1800,-0.093,0.812,0,authentic,train
PRD-001714,clothing,Global Desi Floral Kurti,HealthKart Direct,1,5.0,272,2228.54,1800,0.794,0.702,0,authentic,train
PRD-001715,clothing,H&M Relaxed Cargo Pants,RetailNet India,1,4.2,504,1653.23,1800,-0.272,0.866,0,authentic,train
PRD-001716,clothing,Roadster Men's Joggers,HealthKart Direct,1,4.9,734,1547.5,1800,-0.468,0.736,0,authentic,val
PRD-001717,clothing,H&M Relaxed Cargo Pants,FlipkartRetail,1,4.5,1646,1845.07,1800,0.083,0.861,0,authentic,train
PRD-001718,clothing,Roadster Men's Joggers,Myntra Fashion,1,4.5,1046,1410.61,1800,-0.721,0.797,0,authentic,test
PRD-001719,clothing,Bata Comfit Women's Pumps,Snapdeal Direct,1,4.3,1374,1504.74,1800,-0.547,0.891,0,authentic,train
PRD-001720,clothing,Raymond Checked Blazer,Snapdeal Direct,1,4.9,633,2437.47,1800,1.18,0.914,0,authentic,train
PRD-001721,clothing,Nykaa Fashion Saree,BuyersStation,1,4.4,1309,1459.91,1800,-0.63,0.7,0,authentic,train
PRD-001722,clothing,Khadim's Block Heel Sandals,ShopNow24x7,1,4.5,1380,2429.37,1800,1.165,0.76,0,authentic,train
PRD-001723,clothing,Fabindia Kurta Pajama Set,Nykaa Fashion Official,1,4.2,896,1816.36,1800,0.03,0.736,0,authentic,train
PRD-001724,clothing,Reebok Nano X3 Shoes,FlipkartRetail,1,4.1,1601,1522.16,1800,-0.515,0.924,0,authentic,train
PRD-001725,clothing,Fabindia Kurta Pajama Set,GNC India,1,4.2,1224,2068.92,1800,0.498,0.749,0,authentic,test
PRD-001726,clothing,Nike Air Max 270,BuyersStation,1,4.8,1187,2416.37,1800,1.141,0.93,0,authentic,train
PRD-001727,clothing,Puma Softride Cruise 2,Croma Retail,1,4.3,531,2019.63,1800,0.407,0.777,0,authentic,train
PRD-001728,clothing,H&M Relaxed Cargo Pants,PharmEasy Direct,1,4.3,1244,2126.92,1800,0.605,0.923,0,authentic,train
PRD-001729,clothing,Global Desi Floral Kurti,HealthKart Direct,1,4.4,1696,1515.7,1800,-0.526,0.706,0,authentic,train
PRD-001730,clothing,Skechers Go Walk 6,Vijay Sales,1,4.9,909,1899.58,1800,0.184,0.714,0,authentic,test
PRD-001731,clothing,W Women Straight Kurta,BuyersStation,1,4.7,991,2304.49,1800,0.934,0.749,0,authentic,val
PRD-001732,clothing,Puma Softride Cruise 2,Cloudtail India,1,4.9,1322,1675.88,1800,-0.23,0.959,0,authentic,train
PRD-001733,clothing,Levi's 511 Slim Fit Jeans,GNC India,1,4.5,1655,2135.58,1800,0.621,0.88,0,authentic,train
PRD-001734,clothing,Khadim's Block Heel Sandals,GNC India,1,5.0,196,2090.95,1800,0.539,0.887,0,authentic,val
PRD-001735,clothing,H&M Relaxed Cargo Pants,HealthKart Direct,1,4.4,689,2287.25,1800,0.902,0.756,1,authentic,test
PRD-001736,clothing,Roadster Men's Joggers,HealthKart Direct,1,4.3,1222,1462.56,1800,-0.625,0.761,0,authentic,train
PRD-001737,clothing,Raymond Checked Blazer,BigBazaar Online,1,4.4,1151,2260.98,1800,0.854,0.976,0,authentic,train
PRD-001738,clothing,Adidas Ultraboost 22,HealthKart Direct,1,4.2,1792,1394.14,1800,-0.752,0.846,0,authentic,test
PRD-001739,clothing,Reebok Nano X3 Shoes,ShopNow24x7,1,4.1,233,2068.18,1800,0.497,0.936,0,authentic,train
PRD-001740,clothing,Jaipur Kurti Embroidered Top,FlipkartRetail,1,4.4,1008,2517.83,1800,1.329,0.97,0,authentic,train
PRD-001741,clothing,W Women Straight Kurta,PharmEasy Direct,1,5.0,1775,1632.03,1800,-0.311,0.794,0,authentic,val
PRD-001742,clothing,Fabindia Kurta Pajama Set,Meesho Official,1,4.2,1230,1674.01,1800,-0.233,0.73,0,authentic,train
PRD-001743,clothing,Roadster Men's Joggers,Reliance Digital Online,1,4.4,1457,1684.7,1800,-0.214,0.912,0,authentic,test
PRD-001744,clothing,Woodland Leather Casual Shoes,BigBazaar Online,1,4.9,1434,2115.72,1800,0.585,0.74,0,authentic,test
PRD-001745,clothing,Levi's 511 Slim Fit Jeans,Vijay Sales,1,4.7,1382,2004.35,1800,0.378,0.952,1,authentic,train
PRD-001746,clothing,Skechers Go Walk 6,BuyersStation,1,4.6,861,1363.63,1800,-0.808,0.983,0,authentic,train
PRD-001747,clothing,Woodland Leather Casual Shoes,ShopNow24x7,1,4.8,774,2182.67,1800,0.709,0.804,0,authentic,train
PRD-001748,clothing,Louis Philippe Business Shirt,BigBazaar Online,1,4.6,277,2503.83,1800,1.303,0.917,0,authentic,train
PRD-001749,clothing,Khadim's Block Heel Sandals,Vijay Sales,1,4.7,1262,1403.51,1800,-0.734,0.762,0,authentic,train
PRD-001750,clothing,Wrangler Regular Fit Jeans,BigBazaar Online,1,4.8,1142,2380.71,1800,1.075,0.792,0,authentic,train
PRD-001751,clothing,Libas Silk Blend Saree,Paytm Mall,1,4.2,536,2328.76,1800,0.979,0.783,0,authentic,train
PRD-001752,clothing,Nike Air Max 270,FlipkartRetail,1,4.5,1550,1480.41,1800,-0.592,0.724,1,authentic,train
PRD-001753,clothing,Aurelia Women Palazzo Set,Nykaa Fashion Official,1,4.7,587,2274.8,1800,0.879,0.837,0,authentic,train
PRD-001754,clothing,Van Heusen Slim Fit Chinos,GNC India,1,4.2,1519,1888.16,1800,0.163,0.763,0,authentic,train
PRD-001755,clothing,Jaipur Kurti Embroidered Top,Vijay Sales,1,4.2,1723,2192.87,1800,0.728,0.867,0,authentic,train
PRD-001756,clothing,Khadim's Block Heel Sandals,QuickBazaar,1,4.9,1455,1810.96,1800,0.02,0.909,1,authentic,train
PRD-001757,clothing,Raymond Checked Blazer,Myntra Fashion,1,4.9,916,2199.49,1800,0.74,0.725,0,authentic,train
PRD-001758,clothing,W Women Straight Kurta,Paytm Mall,1,4.3,1255,1986.31,1800,0.345,0.834,1,authentic,val
PRD-001759,clothing,Pepe Jeans Slim Tapered,Appario Retail,1,4.3,207,1739.98,1800,-0.111,0.708,0,authentic,train
PRD-001760,clothing,Nike Air Max 270,PharmEasy Direct,1,4.6,470,1566.46,1800,-0.432,0.966,0,authentic,train
PRD-001761,clothing,Puma Softride Cruise 2,GNC India,1,4.4,235,1613.81,1800,-0.345,0.955,0,authentic,val
PRD-001762,clothing,Skechers Go Walk 6,GNC India,1,4.5,755,1510.5,1800,-0.536,0.763,0,authentic,train
PRD-001763,clothing,Allen Solly Printed T-Shirt,Paytm Mall,1,4.6,1437,2071.64,1800,0.503,0.928,0,authentic,test
PRD-001764,clothing,Aurelia Women Palazzo Set,Meesho Official,1,5.0,933,1573.69,1800,-0.419,0.96,0,authentic,train
PRD-001765,clothing,Bata Comfit Women's Pumps,QuickBazaar,1,4.8,1682,2387.87,1800,1.089,0.78,0,authentic,train
PRD-001766,clothing,Nykaa Fashion Saree,HealthKart Direct,1,4.6,1047,1589.33,1800,-0.39,0.765,0,authentic,train
PRD-001767,clothing,Louis Philippe Business Shirt,Myntra Fashion,1,4.3,697,1883.54,1800,0.155,0.905,0,authentic,train
PRD-001768,clothing,Allen Solly Printed T-Shirt,ShopNow24x7,1,4.3,1421,1356.5,1800,-0.821,0.966,0,authentic,val
PRD-001769,clothing,Reebok Nano X3 Shoes,Croma Retail,1,4.5,361,2389.82,1800,1.092,0.95,0,authentic,train
PRD-001770,clothing,Puma Softride Cruise 2,FlipkartRetail,1,4.9,1442,1834.88,1800,0.065,0.945,0,authentic,test
PRD-001771,clothing,Reebok Nano X3 Shoes,PharmEasy Direct,1,4.2,1154,1681.23,1800,-0.22,0.896,0,authentic,train
PRD-001772,clothing,Adidas Ultraboost 22,Nykaa Fashion Official,1,4.1,1018,1357.73,1800,-0.819,0.867,1,authentic,test
PRD-001773,clothing,Pepe Jeans Slim Tapered,Cloudtail India,1,4.2,846,2452.8,1800,1.209,0.92,0,authentic,train
