species_id,biological_domain,common_name,scientific_name,genus,family,kingdom,functional_category,image_source,image_url_commons,annotation_confidence,expert_reviewed,split
PLT-00643,plant,Anthurium,Anthurium andraeanum,Anthurium,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Anthurium,https://commons.wikimedia.org/wiki/Special:FilePath/Anthurium.jpg,0.916,0,train
PLT-00644,plant,Gerbera Daisy,Gerbera jamesonii,Gerbera,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gerbera,https://commons.wikimedia.org/wiki/Special:FilePath/Gerbera.jpg,0.89,0,train
PLT-00645,plant,Tiger Lily,Lilium lancifolium,Lilium,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lilium_lancifolium,https://commons.wikimedia.org/wiki/Special:FilePath/Lilium_lancifolium.jpg,0.884,0,train
PLT-00646,plant,Carnation,Dianthus caryophyllus,Dianthus,Caryophyllaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dianthus_caryophyllus,https://commons.wikimedia.org/wiki/Special:FilePath/Dianthus_caryophyllus.jpg,0.924,0,train
PLT-00647,plant,Petunia,Petunia hybrida,Petunia,Solanaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Petunia,https://commons.wikimedia.org/wiki/Special:FilePath/Petunia.jpg,0.942,0,train
PLT-00649,plant,Portulaca,Portulaca grandiflora,Portulaca,Portulacaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Portulaca_grandiflora,https://commons.wikimedia.org/wiki/Special:FilePath/Portulaca_grandiflora.jpg,0.898,0,train
PLT-00650,plant,Crossandra,Crossandra infundibuliformis,Crossandra,Acanthaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Crossandra_infundibuliformis,https://commons.wikimedia.org/wiki/Special:FilePath/Crossandra_infundibuliformis.jpg,0.95,0,train
PLT-00653,plant,Adenium (Desert Rose),Adenium obesum,Adenium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Adenium_obesum,https://commons.wikimedia.org/wiki/Special:FilePath/Adenium_obesum.jpg,0.958,0,train
PLT-00654,plant,Nerium (Oleander),Nerium oleander,Nerium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nerium_oleander,https://commons.wikimedia.org/wiki/Special:FilePath/Nerium_oleander.jpg,0.959,0,train
PLT-00655,plant,Night-blooming Jasmine,Cestrum nocturnum,Cestrum,Solanaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Cestrum_nocturnum,https://commons.wikimedia.org/wiki/Special:FilePath/Cestrum_nocturnum.jpg,0.917,0,train
PLT-00657,plant,Lantana,Lantana camara,Lantana,Verbenaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lantana_camara,https://commons.wikimedia.org/wiki/Special:FilePath/Lantana_camara.jpg,0.94,0,train
PLT-00658,plant,Tulip,Tulipa gesneriana,Tulipa,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tulip,https://commons.wikimedia.org/wiki/Special:FilePath/Tulip.jpg,0.93,0,train
PLT-00659,plant,Gladiolus,Gladiolus communis,Gladiolus,Iridaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gladiolus,https://commons.wikimedia.org/wiki/Special:FilePath/Gladiolus.jpg,0.938,0,train
PLT-00660,plant,Heliconia,Heliconia psittacorum,Heliconia,Heliconiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Heliconia,https://commons.wikimedia.org/wiki/Special:FilePath/Heliconia.jpg,0.889,0,train
PLT-00661,plant,Rose,Rosa hybrida,Rosa,Rosaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Rose,https://commons.wikimedia.org/wiki/Special:FilePath/Rose.jpg,0.907,0,train
PLT-00662,plant,Moth Orchid,Phalaenopsis amabilis,Phalaenopsis,Orchidaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Phalaenopsis_amabilis,https://commons.wikimedia.org/wiki/Special:FilePath/Phalaenopsis_amabilis.jpg,0.976,0,train
PLT-00664,plant,African Marigold,Tagetes erecta,Tagetes,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tagetes_erecta,https://commons.wikimedia.org/wiki/Special:FilePath/Tagetes_erecta.jpg,0.9,0,train
PLT-00665,plant,Jasmine (Mogra),Jasminum sambac,Jasminum,Oleaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Jasminum_sambac,https://commons.wikimedia.org/wiki/Special:FilePath/Jasminum_sambac.jpg,0.952,0,train
PLT-00666,plant,Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Malvaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Hibiscus_rosa-sinensis,https://commons.wikimedia.org/wiki/Special:FilePath/Hibiscus_rosa-sinensis.jpg,0.941,0,train
PLT-00667,plant,Lotus,Nelumbo nucifera,Nelumbo,Nelumbonaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nelumbo_nucifera,https://commons.wikimedia.org/wiki/Special:FilePath/Nelumbo_nucifera.jpg,0.905,0,train
PLT-00669,plant,Chrysanthemum,Chrysanthemum morifolium,Chrysanthemum,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Chrysanthemum,https://commons.wikimedia.org/wiki/Special:FilePath/Chrysanthemum.jpg,0.902,0,train
PLT-00670,plant,Dahlia,Dahlia pinnata,Dahlia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dahlia,https://commons.wikimedia.org/wiki/Special:FilePath/Dahlia.jpg,0.888,1,train
PLT-00672,plant,Bird of Paradise,Strelitzia reginae,Strelitzia,Strelitziaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Strelitzia_reginae,https://commons.wikimedia.org/wiki/Special:FilePath/Strelitzia_reginae.jpg,0.976,0,train
PLT-00673,plant,Anthurium,Anthurium andraeanum,Anthurium,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Anthurium,https://commons.wikimedia.org/wiki/Special:FilePath/Anthurium.jpg,0.962,0,train
PLT-00676,plant,Carnation,Dianthus caryophyllus,Dianthus,Caryophyllaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dianthus_caryophyllus,https://commons.wikimedia.org/wiki/Special:FilePath/Dianthus_caryophyllus.jpg,0.975,0,train
PLT-00677,plant,Petunia,Petunia hybrida,Petunia,Solanaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Petunia,https://commons.wikimedia.org/wiki/Special:FilePath/Petunia.jpg,0.928,0,train
PLT-00678,plant,Zinnia,Zinnia elegans,Zinnia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Zinnia_elegans,https://commons.wikimedia.org/wiki/Special:FilePath/Zinnia_elegans.jpg,0.934,0,train
PLT-00681,plant,Ixora,Ixora coccinea,Ixora,Rubiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Ixora_coccinea,https://commons.wikimedia.org/wiki/Special:FilePath/Ixora_coccinea.jpg,0.98,0,train
PLT-00683,plant,Adenium (Desert Rose),Adenium obesum,Adenium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Adenium_obesum,https://commons.wikimedia.org/wiki/Special:FilePath/Adenium_obesum.jpg,0.961,0,train
PLT-00684,plant,Nerium (Oleander),Nerium oleander,Nerium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nerium_oleander,https://commons.wikimedia.org/wiki/Special:FilePath/Nerium_oleander.jpg,0.959,0,train
PLT-00685,plant,Night-blooming Jasmine,Cestrum nocturnum,Cestrum,Solanaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Cestrum_nocturnum,https://commons.wikimedia.org/wiki/Special:FilePath/Cestrum_nocturnum.jpg,0.9,0,train
PLT-00686,plant,Periwinkle (Sadabahar),Catharanthus roseus,Catharanthus,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Catharanthus_roseus,https://commons.wikimedia.org/wiki/Special:FilePath/Catharanthus_roseus.jpg,0.987,0,train
PLT-00687,plant,Lantana,Lantana camara,Lantana,Verbenaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lantana_camara,https://commons.wikimedia.org/wiki/Special:FilePath/Lantana_camara.jpg,0.974,0,train
PLT-00688,plant,Tulip,Tulipa gesneriana,Tulipa,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tulip,https://commons.wikimedia.org/wiki/Special:FilePath/Tulip.jpg,0.907,0,train
PLT-00689,plant,Gladiolus,Gladiolus communis,Gladiolus,Iridaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gladiolus,https://commons.wikimedia.org/wiki/Special:FilePath/Gladiolus.jpg,0.929,0,train
PLT-00690,plant,Heliconia,Heliconia psittacorum,Heliconia,Heliconiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Heliconia,https://commons.wikimedia.org/wiki/Special:FilePath/Heliconia.jpg,0.92,0,train
PLT-00691,plant,Rose,Rosa hybrida,Rosa,Rosaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Rose,https://commons.wikimedia.org/wiki/Special:FilePath/Rose.jpg,0.898,0,train
PLT-00692,plant,Moth Orchid,Phalaenopsis amabilis,Phalaenopsis,Orchidaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Phalaenopsis_amabilis,https://commons.wikimedia.org/wiki/Special:FilePath/Phalaenopsis_amabilis.jpg,0.987,0,train
PLT-00693,plant,Sunflower,Helianthus annuus,Helianthus,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Sunflower,https://commons.wikimedia.org/wiki/Special:FilePath/Sunflower.jpg,0.952,0,train
PLT-00694,plant,African Marigold,Tagetes erecta,Tagetes,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tagetes_erecta,https://commons.wikimedia.org/wiki/Special:FilePath/Tagetes_erecta.jpg,0.965,0,train
PLT-00695,plant,Jasmine (Mogra),Jasminum sambac,Jasminum,Oleaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Jasminum_sambac,https://commons.wikimedia.org/wiki/Special:FilePath/Jasminum_sambac.jpg,0.987,0,train
PLT-00696,plant,Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Malvaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Hibiscus_rosa-sinensis,https://commons.wikimedia.org/wiki/Special:FilePath/Hibiscus_rosa-sinensis.jpg,0.906,0,train
PLT-00699,plant,Chrysanthemum,Chrysanthemum morifolium,Chrysanthemum,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Chrysanthemum,https://commons.wikimedia.org/wiki/Special:FilePath/Chrysanthemum.jpg,0.927,0,train
PLT-00701,plant,Peace Lily,Spathiphyllum wallisii,Spathiphyllum,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Spathiphyllum,https://commons.wikimedia.org/wiki/Special:FilePath/Spathiphyllum.jpg,0.898,0,train
PLT-00702,plant,Bird of Paradise,Strelitzia reginae,Strelitzia,Strelitziaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Strelitzia_reginae,https://commons.wikimedia.org/wiki/Special:FilePath/Strelitzia_reginae.jpg,0.884,0,train
PLT-00703,plant,Anthurium,Anthurium andraeanum,Anthurium,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Anthurium,https://commons.wikimedia.org/wiki/Special:FilePath/Anthurium.jpg,0.953,0,train
PLT-00705,plant,Tiger Lily,Lilium lancifolium,Lilium,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lilium_lancifolium,https://commons.wikimedia.org/wiki/Special:FilePath/Lilium_lancifolium.jpg,0.944,0,train
PLT-00707,plant,Petunia,Petunia hybrida,Petunia,Solanaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Petunia,https://commons.wikimedia.org/wiki/Special:FilePath/Petunia.jpg,0.91,0,train
PLT-00709,plant,Portulaca,Portulaca grandiflora,Portulaca,Portulacaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Portulaca_grandiflora,https://commons.wikimedia.org/wiki/Special:FilePath/Portulaca_grandiflora.jpg,0.884,0,train
PLT-00711,plant,Ixora,Ixora coccinea,Ixora,Rubiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Ixora_coccinea,https://commons.wikimedia.org/wiki/Special:FilePath/Ixora_coccinea.jpg,0.915,0,train
PLT-00713,plant,Adenium (Desert Rose),Adenium obesum,Adenium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Adenium_obesum,https://commons.wikimedia.org/wiki/Special:FilePath/Adenium_obesum.jpg,0.989,0,train
PLT-00714,plant,Nerium (Oleander),Nerium oleander,Nerium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nerium_oleander,https://commons.wikimedia.org/wiki/Special:FilePath/Nerium_oleander.jpg,0.881,0,train
PLT-00715,plant,Night-blooming Jasmine,Cestrum nocturnum,Cestrum,Solanaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Cestrum_nocturnum,https://commons.wikimedia.org/wiki/Special:FilePath/Cestrum_nocturnum.jpg,0.95,0,train
PLT-00716,plant,Periwinkle (Sadabahar),Catharanthus roseus,Catharanthus,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Catharanthus_roseus,https://commons.wikimedia.org/wiki/Special:FilePath/Catharanthus_roseus.jpg,0.93,0,train
PLT-00718,plant,Tulip,Tulipa gesneriana,Tulipa,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tulip,https://commons.wikimedia.org/wiki/Special:FilePath/Tulip.jpg,0.895,1,train
PLT-00720,plant,Heliconia,Heliconia psittacorum,Heliconia,Heliconiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Heliconia,https://commons.wikimedia.org/wiki/Special:FilePath/Heliconia.jpg,0.902,0,train
PLT-00722,plant,Moth Orchid,Phalaenopsis amabilis,Phalaenopsis,Orchidaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Phalaenopsis_amabilis,https://commons.wikimedia.org/wiki/Special:FilePath/Phalaenopsis_amabilis.jpg,0.954,0,train
PLT-00723,plant,Sunflower,Helianthus annuus,Helianthus,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Sunflower,https://commons.wikimedia.org/wiki/Special:FilePath/Sunflower.jpg,0.975,0,train
PLT-00724,plant,African Marigold,Tagetes erecta,Tagetes,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tagetes_erecta,https://commons.wikimedia.org/wiki/Special:FilePath/Tagetes_erecta.jpg,0.956,0,train
PLT-00728,plant,Bougainvillea,Bougainvillea spectabilis,Bougainvillea,Nyctaginaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Bougainvillea,https://commons.wikimedia.org/wiki/Special:FilePath/Bougainvillea.jpg,0.883,0,train
PLT-00729,plant,Chrysanthemum,Chrysanthemum morifolium,Chrysanthemum,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Chrysanthemum,https://commons.wikimedia.org/wiki/Special:FilePath/Chrysanthemum.jpg,0.956,0,train
PLT-00730,plant,Dahlia,Dahlia pinnata,Dahlia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dahlia,https://commons.wikimedia.org/wiki/Special:FilePath/Dahlia.jpg,0.904,0,train
PLT-00733,plant,Anthurium,Anthurium andraeanum,Anthurium,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Anthurium,https://commons.wikimedia.org/wiki/Special:FilePath/Anthurium.jpg,0.99,1,train
PLT-00734,plant,Gerbera Daisy,Gerbera jamesonii,Gerbera,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gerbera,https://commons.wikimedia.org/wiki/Special:FilePath/Gerbera.jpg,0.987,0,train
PLT-00735,plant,Tiger Lily,Lilium lancifolium,Lilium,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lilium_lancifolium,https://commons.wikimedia.org/wiki/Special:FilePath/Lilium_lancifolium.jpg,0.976,0,train
PLT-00738,plant,Zinnia,Zinnia elegans,Zinnia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Zinnia_elegans,https://commons.wikimedia.org/wiki/Special:FilePath/Zinnia_elegans.jpg,0.916,0,train
PLT-00739,plant,Portulaca,Portulaca grandiflora,Portulaca,Portulacaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Portulaca_grandiflora,https://commons.wikimedia.org/wiki/Special:FilePath/Portulaca_grandiflora.jpg,0.969,0,train
PLT-00740,plant,Crossandra,Crossandra infundibuliformis,Crossandra,Acanthaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Crossandra_infundibuliformis,https://commons.wikimedia.org/wiki/Special:FilePath/Crossandra_infundibuliformis.jpg,0.968,0,train
PLT-00741,plant,Ixora,Ixora coccinea,Ixora,Rubiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Ixora_coccinea,https://commons.wikimedia.org/wiki/Special:FilePath/Ixora_coccinea.jpg,0.97,0,train
PLT-00742,plant,Frangipani (Plumeria),Plumeria rubra,Plumeria,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Plumeria,https://commons.wikimedia.org/wiki/Special:FilePath/Plumeria.jpg,0.94,1,train
PLT-00743,plant,Adenium (Desert Rose),Adenium obesum,Adenium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Adenium_obesum,https://commons.wikimedia.org/wiki/Special:FilePath/Adenium_obesum.jpg,0.916,0,train
PLT-00744,plant,Nerium (Oleander),Nerium oleander,Nerium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nerium_oleander,https://commons.wikimedia.org/wiki/Special:FilePath/Nerium_oleander.jpg,0.924,0,train
PLT-00746,plant,Periwinkle (Sadabahar),Catharanthus roseus,Catharanthus,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Catharanthus_roseus,https://commons.wikimedia.org/wiki/Special:FilePath/Catharanthus_roseus.jpg,0.906,0,train
PLT-00749,plant,Gladiolus,Gladiolus communis,Gladiolus,Iridaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gladiolus,https://commons.wikimedia.org/wiki/Special:FilePath/Gladiolus.jpg,0.948,0,train
PLT-00750,plant,Heliconia,Heliconia psittacorum,Heliconia,Heliconiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Heliconia,https://commons.wikimedia.org/wiki/Special:FilePath/Heliconia.jpg,0.922,0,train
PLT-00751,plant,Rose,Rosa hybrida,Rosa,Rosaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Rose,https://commons.wikimedia.org/wiki/Special:FilePath/Rose.jpg,0.937,0,train
PLT-00752,plant,Moth Orchid,Phalaenopsis amabilis,Phalaenopsis,Orchidaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Phalaenopsis_amabilis,https://commons.wikimedia.org/wiki/Special:FilePath/Phalaenopsis_amabilis.jpg,0.883,0,train
PLT-00756,plant,Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Malvaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Hibiscus_rosa-sinensis,https://commons.wikimedia.org/wiki/Special:FilePath/Hibiscus_rosa-sinensis.jpg,0.969,0,train
PLT-00757,plant,Lotus,Nelumbo nucifera,Nelumbo,Nelumbonaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nelumbo_nucifera,https://commons.wikimedia.org/wiki/Special:FilePath/Nelumbo_nucifera.jpg,0.985,1,train
PLT-00760,plant,Dahlia,Dahlia pinnata,Dahlia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dahlia,https://commons.wikimedia.org/wiki/Special:FilePath/Dahlia.jpg,0.907,0,train
PLT-00763,plant,Anthurium,Anthurium andraeanum,Anthurium,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Anthurium,https://commons.wikimedia.org/wiki/Special:FilePath/Anthurium.jpg,0.933,0,train
PLT-00765,plant,Tiger Lily,Lilium lancifolium,Lilium,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lilium_lancifolium,https://commons.wikimedia.org/wiki/Special:FilePath/Lilium_lancifolium.jpg,0.968,0,train
PLT-00766,plant,Carnation,Dianthus caryophyllus,Dianthus,Caryophyllaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dianthus_caryophyllus,https://commons.wikimedia.org/wiki/Special:FilePath/Dianthus_caryophyllus.jpg,0.914,0,train
PLT-00769,plant,Portulaca,Portulaca grandiflora,Portulaca,Portulacaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Portulaca_grandiflora,https://commons.wikimedia.org/wiki/Special:FilePath/Portulaca_grandiflora.jpg,0.9,0,train
PLT-00770,plant,Crossandra,Crossandra infundibuliformis,Crossandra,Acanthaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Crossandra_infundibuliformis,https://commons.wikimedia.org/wiki/Special:FilePath/Crossandra_infundibuliformis.jpg,0.9,0,train
PLT-00772,plant,Frangipani (Plumeria),Plumeria rubra,Plumeria,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Plumeria,https://commons.wikimedia.org/wiki/Special:FilePath/Plumeria.jpg,0.942,0,train
PLT-00773,plant,Adenium (Desert Rose),Adenium obesum,Adenium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Adenium_obesum,https://commons.wikimedia.org/wiki/Special:FilePath/Adenium_obesum.jpg,0.986,0,train
PLT-00774,plant,Nerium (Oleander),Nerium oleander,Nerium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nerium_oleander,https://commons.wikimedia.org/wiki/Special:FilePath/Nerium_oleander.jpg,0.969,0,train
PLT-00776,plant,Periwinkle (Sadabahar),Catharanthus roseus,Catharanthus,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Catharanthus_roseus,https://commons.wikimedia.org/wiki/Special:FilePath/Catharanthus_roseus.jpg,0.985,0,train
PLT-00777,plant,Lantana,Lantana camara,Lantana,Verbenaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lantana_camara,https://commons.wikimedia.org/wiki/Special:FilePath/Lantana_camara.jpg,0.97,0,train
PLT-00779,plant,Gladiolus,Gladiolus communis,Gladiolus,Iridaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gladiolus,https://commons.wikimedia.org/wiki/Special:FilePath/Gladiolus.jpg,0.947,0,train
PLT-00780,plant,Heliconia,Heliconia psittacorum,Heliconia,Heliconiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Heliconia,https://commons.wikimedia.org/wiki/Special:FilePath/Heliconia.jpg,0.972,0,train
PLT-00781,plant,Rose,Rosa hybrida,Rosa,Rosaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Rose,https://commons.wikimedia.org/wiki/Special:FilePath/Rose.jpg,0.919,0,train
PLT-00784,plant,African Marigold,Tagetes erecta,Tagetes,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Tagetes_erecta,https://commons.wikimedia.org/wiki/Special:FilePath/Tagetes_erecta.jpg,0.953,0,train
PLT-00785,plant,Jasmine (Mogra),Jasminum sambac,Jasminum,Oleaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Jasminum_sambac,https://commons.wikimedia.org/wiki/Special:FilePath/Jasminum_sambac.jpg,0.949,0,train
PLT-00786,plant,Hibiscus,Hibiscus rosa-sinensis,Hibiscus,Malvaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Hibiscus_rosa-sinensis,https://commons.wikimedia.org/wiki/Special:FilePath/Hibiscus_rosa-sinensis.jpg,0.945,0,train
PLT-00788,plant,Bougainvillea,Bougainvillea spectabilis,Bougainvillea,Nyctaginaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Bougainvillea,https://commons.wikimedia.org/wiki/Special:FilePath/Bougainvillea.jpg,0.904,0,train
PLT-00790,plant,Dahlia,Dahlia pinnata,Dahlia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Dahlia,https://commons.wikimedia.org/wiki/Special:FilePath/Dahlia.jpg,0.947,0,train
PLT-00793,plant,Anthurium,Anthurium andraeanum,Anthurium,Araceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Anthurium,https://commons.wikimedia.org/wiki/Special:FilePath/Anthurium.jpg,0.989,0,train
PLT-00794,plant,Gerbera Daisy,Gerbera jamesonii,Gerbera,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gerbera,https://commons.wikimedia.org/wiki/Special:FilePath/Gerbera.jpg,0.956,0,train
PLT-00795,plant,Tiger Lily,Lilium lancifolium,Lilium,Liliaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lilium_lancifolium,https://commons.wikimedia.org/wiki/Special:FilePath/Lilium_lancifolium.jpg,0.927,0,train
PLT-00798,plant,Zinnia,Zinnia elegans,Zinnia,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Zinnia_elegans,https://commons.wikimedia.org/wiki/Special:FilePath/Zinnia_elegans.jpg,0.96,0,train
PLT-00799,plant,Portulaca,Portulaca grandiflora,Portulaca,Portulacaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Portulaca_grandiflora,https://commons.wikimedia.org/wiki/Special:FilePath/Portulaca_grandiflora.jpg,0.91,0,train
PLT-00801,plant,Ixora,Ixora coccinea,Ixora,Rubiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Ixora_coccinea,https://commons.wikimedia.org/wiki/Special:FilePath/Ixora_coccinea.jpg,0.901,0,train
PLT-00802,plant,Frangipani (Plumeria),Plumeria rubra,Plumeria,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Plumeria,https://commons.wikimedia.org/wiki/Special:FilePath/Plumeria.jpg,0.905,0,train
PLT-00803,plant,Adenium (Desert Rose),Adenium obesum,Adenium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Adenium_obesum,https://commons.wikimedia.org/wiki/Special:FilePath/Adenium_obesum.jpg,0.888,0,train
PLT-00804,plant,Nerium (Oleander),Nerium oleander,Nerium,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Nerium_oleander,https://commons.wikimedia.org/wiki/Special:FilePath/Nerium_oleander.jpg,0.887,0,train
PLT-00806,plant,Periwinkle (Sadabahar),Catharanthus roseus,Catharanthus,Apocynaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Catharanthus_roseus,https://commons.wikimedia.org/wiki/Special:FilePath/Catharanthus_roseus.jpg,0.977,0,train
PLT-00807,plant,Lantana,Lantana camara,Lantana,Verbenaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Lantana_camara,https://commons.wikimedia.org/wiki/Special:FilePath/Lantana_camara.jpg,0.939,0,train
PLT-00809,plant,Gladiolus,Gladiolus communis,Gladiolus,Iridaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Gladiolus,https://commons.wikimedia.org/wiki/Special:FilePath/Gladiolus.jpg,0.989,0,train
PLT-00810,plant,Heliconia,Heliconia psittacorum,Heliconia,Heliconiaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Heliconia,https://commons.wikimedia.org/wiki/Special:FilePath/Heliconia.jpg,0.941,0,train
PLT-00811,plant,Rose,Rosa hybrida,Rosa,Rosaceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Rose,https://commons.wikimedia.org/wiki/Special:FilePath/Rose.jpg,0.931,0,train
PLT-00813,plant,Sunflower,Helianthus annuus,Helianthus,Asteraceae,Plantae,ornamental,https://en.wikipedia.org/wiki/Sunflower,https://commons.wikimedia.org/wiki/Special:FilePath/Sunflower.jpg,0.899,0,train
